date,amount
2022-06-30T00:00:00Z,161792090603513577472.00
2022-07-01T00:00:00Z,161342090603513577472.00
2022-07-02T00:00:00Z,161342090603513577472.00
2022-07-03T00:00:00Z,161342090603513577472.00
2022-07-04T00:00:00Z,161242090603513577472.00
2022-07-05T00:00:00Z,161242090603513577472.00
2022-07-06T00:00:00Z,161242090603513577472.00
2022-07-07T00:00:00Z,160437090832136142848.00
2022-07-08T00:00:00Z,157937090832136175616.00
2022-07-09T00:00:00Z,157937090832136175616.00
2022-07-10T00:00:00Z,157937090832136175616.00
2022-07-11T00:00:00Z,157937090832136175616.00
2022-07-12T00:00:00Z,157903623722136174592.00
2022-07-13T00:00:00Z,157903623722136174592.00
2022-07-14T00:00:00Z,157903623722136174592.00
2022-07-15T00:00:00Z,157903623722136174592.00
2022-07-16T00:00:00Z,157903623722136174592.00
2022-07-17T00:00:00Z,157903623722136174592.00
2022-07-18T00:00:00Z,157803623722136174592.00
2022-07-19T00:00:00Z,157803623722136174592.00
2022-07-20T00:00:00Z,157803623722136174592.00
2022-07-21T00:00:00Z,157803623722136174592.00
2022-07-22T00:00:00Z,157803623722136174592.00
2022-07-23T00:00:00Z,157803623722136174592.00
2022-07-24T00:00:00Z,157803623722136174592.00
2022-07-25T00:00:00Z,157803623722136174592.00
2022-07-26T00:00:00Z,157803632498826936320.00
2022-07-27T00:00:00Z,157792557058826928128.00
2022-07-28T00:00:00Z,157792557058826928128.00
2022-07-29T00:00:00Z,157792557058826928128.00
2022-07-30T00:00:00Z,157792557058826928128.00
2022-07-31T00:00:00Z,157792557058826928128.00
2022-08-01T00:00:00Z,157692557058826928128.00
2022-08-02T00:00:00Z,157692557058826928128.00
2022-08-03T00:00:00Z,157692557058826928128.00
2022-08-04T00:00:00Z,157692557058826928128.00
2022-08-05T00:00:00Z,157692557058826928128.00
2022-08-06T00:00:00Z,155192557058826960896.00
2022-08-07T00:00:00Z,155192557058826960896.00
2022-08-08T00:00:00Z,155192557058826960896.00
2022-08-09T00:00:00Z,155192557058826960896.00
2022-08-10T00:00:00Z,155192557058826960896.00
2022-08-11T00:00:00Z,155192557058826960896.00
2022-08-12T00:00:00Z,154159196338826936320.00
2022-08-13T00:00:00Z,154159196338826936320.00
2022-08-14T00:00:00Z,154159196338826936320.00
2022-08-15T00:00:00Z,154159196338826936320.00
2022-08-16T00:00:00Z,154159196338826936320.00
2022-08-17T00:00:00Z,154159196338826936320.00
2022-08-18T00:00:00Z,154159196338826936320.00
2022-08-19T00:00:00Z,154059196338826936320.00
2022-08-20T00:00:00Z,143992179018826924032.00
2022-08-21T00:00:00Z,143992179018826924032.00
2022-08-22T00:00:00Z,143992179018826924032.00
2022-08-23T00:00:00Z,143992179018826924032.00
2022-08-24T00:00:00Z,143968758148826939392.00
2022-08-25T00:00:00Z,143968758148826939392.00
2022-08-26T00:00:00Z,143968758148826939392.00
2022-08-27T00:00:00Z,143868758148826939392.00
2022-08-28T00:00:00Z,143868758148826939392.00
2022-08-29T00:00:00Z,143868758148826939392.00
2022-08-30T00:00:00Z,143868758148826939392.00
2022-08-31T00:00:00Z,143868758148826939392.00
2022-09-01T00:00:00Z,143868758148826939392.00
2022-09-02T00:00:00Z,143868758148826939392.00
2022-09-03T00:00:00Z,142552838148826939392.00
2022-09-04T00:00:00Z,142552838148826939392.00
2022-09-05T00:00:00Z,140052838148826939392.00
2022-09-06T00:00:00Z,140030025308826927104.00
2022-09-07T00:00:00Z,140030025308826927104.00
2022-09-08T00:00:00Z,140030025308826927104.00
2022-09-09T00:00:00Z,139930025308826943488.00
2022-09-10T00:00:00Z,139930025308826943488.00
2022-09-11T00:00:00Z,139930025308826943488.00
2022-09-12T00:00:00Z,139930025308826943488.00
2022-09-13T00:00:00Z,139930025308826943488.00
2022-09-15T00:00:00Z,139930025308826943488.00
2022-09-16T00:00:00Z,139930025308826943488.00
2022-09-17T00:00:00Z,139930025308826943488.00
2022-09-18T00:00:00Z,139930025308826943488.00
2022-09-19T00:00:00Z,139930025308826943488.00
2022-09-20T00:00:00Z,139905993488826925056.00
2022-09-21T00:00:00Z,139905993488826925056.00
2022-09-22T00:00:00Z,139905993488826925056.00
2022-09-23T00:00:00Z,139905993488826925056.00
2022-09-24T00:00:00Z,139905993488826925056.00
2022-09-25T00:00:00Z,139805993488826925056.00
2022-09-26T00:00:00Z,139805993488826925056.00
2022-09-27T00:00:00Z,139805993488826925056.00
2022-09-28T00:00:00Z,139805993488826925056.00
2022-09-29T00:00:00Z,139805993488826925056.00
2022-09-30T00:00:00Z,139805993488826925056.00
2022-10-01T00:00:00Z,139805993488826925056.00
2022-10-02T00:00:00Z,139805993488826925056.00
2022-10-03T00:00:00Z,139805993488826925056.00
2022-10-04T00:00:00Z,139716384938826940416.00
2022-10-05T00:00:00Z,139716384938826940416.00
2022-10-06T00:00:00Z,139716384938826940416.00
2022-10-07T00:00:00Z,137716384938826940416.00
2022-10-08T00:00:00Z,137001384938826940416.00
2022-10-09T00:00:00Z,137001384938826940416.00
2022-10-10T00:00:00Z,136215384938826940416.00
2022-10-11T00:00:00Z,136215384938826940416.00
2022-10-12T00:00:00Z,136215384938826940416.00
2022-10-13T00:00:00Z,136215384938826940416.00
2022-10-14T00:00:00Z,136215384938826940416.00
2022-10-15T00:00:00Z,136215384938826940416.00
2022-10-16T00:00:00Z,136215384938826940416.00
2022-10-17T00:00:00Z,136215384938826940416.00
2022-10-18T00:00:00Z,136051526358826926080.00
2022-10-19T00:00:00Z,136051526358826926080.00
2022-10-20T00:00:00Z,136042076358826934272.00
2022-10-21T00:00:00Z,135942076358826934272.00
2022-10-22T00:00:00Z,135942076358826934272.00
2022-10-23T00:00:00Z,135942076358826934272.00
2022-10-24T00:00:00Z,135942076358826934272.00
2022-10-25T00:00:00Z,135942076358826934272.00
2022-10-26T00:00:00Z,135942076358826934272.00
2022-10-27T00:00:00Z,135942076358826934272.00
2022-10-28T00:00:00Z,135942076358826934272.00
2022-10-29T00:00:00Z,135760948308826947584.00
2022-10-30T00:00:00Z,135760948308826947584.00
2022-10-31T00:00:00Z,135760948308826947584.00
2022-11-01T00:00:00Z,135760948308826947584.00
2022-11-02T00:00:00Z,134593063828826947584.00
2022-11-03T00:00:00Z,134593063828826947584.00
2022-11-04T00:00:00Z,134593063828826947584.00
2022-11-05T00:00:00Z,132893063828826931200.00
2022-11-06T00:00:00Z,132893063828826931200.00
2022-11-07T00:00:00Z,132893063828826931200.00
2022-11-08T00:00:00Z,132893063828826931200.00
2022-11-09T00:00:00Z,132893063828826931200.00
2022-11-10T00:00:00Z,132893063828826931200.00
2022-11-11T00:00:00Z,132096063828826931200.00
2022-11-12T00:00:00Z,132096063828826931200.00
2022-11-13T00:00:00Z,132096063828826931200.00
2022-11-14T00:00:00Z,132096063828826931200.00
2022-11-15T00:00:00Z,131949976368826941440.00
2022-11-16T00:00:00Z,131949976368826941440.00
2022-11-17T00:00:00Z,131949976368826941440.00
2022-11-18T00:00:00Z,131949976368826941440.00
2022-11-19T00:00:00Z,131552250368826933248.00
2022-11-20T00:00:00Z,131552250368826933248.00
2022-11-21T00:00:00Z,131552250368826933248.00
2022-11-22T00:00:00Z,131552250368826933248.00
2022-11-23T00:00:00Z,131552250368826933248.00
2022-11-24T00:00:00Z,131552250368826933248.00
2022-11-25T00:00:00Z,131552250368826933248.00
2022-11-26T00:00:00Z,131552250368826933248.00
2022-11-27T00:00:00Z,131552250368826933248.00
2022-11-28T00:00:00Z,131552250368826933248.00
2022-11-29T00:00:00Z,131552250368826933248.00
2022-11-30T00:00:00Z,131552250368826933248.00
2022-12-01T00:00:00Z,131435404928826933248.00
2022-12-02T00:00:00Z,130924904928826933248.00
2022-12-03T00:00:00Z,130924904928826933248.00
2022-12-04T00:00:00Z,130924904928826933248.00
2022-12-05T00:00:00Z,129224904928826933248.00
2022-12-06T00:00:00Z,129224904928826933248.00
2022-12-07T00:00:00Z,128759904928826933248.00
2022-12-08T00:00:00Z,128759904928826933248.00
2022-12-09T00:00:00Z,128759904928826933248.00
2022-12-10T00:00:00Z,128759904928826933248.00
2022-12-11T00:00:00Z,128759904928826933248.00
2022-12-12T00:00:00Z,128759904928826933248.00
2022-12-13T00:00:00Z,128759904928826933248.00
2022-12-14T00:00:00Z,128712357828826939392.00
2022-12-15T00:00:00Z,128712357828826939392.00
2022-12-16T00:00:00Z,128712357828826939392.00
2022-12-17T00:00:00Z,128412357828826939392.00
2022-12-18T00:00:00Z,128412357828826939392.00
2022-12-19T00:00:00Z,128412357828826939392.00
2022-12-20T00:00:00Z,128412357828826939392.00
2022-12-21T00:00:00Z,128412357828826939392.00
2022-12-22T00:00:00Z,128412357828826939392.00
2022-12-23T00:00:00Z,128412357828826939392.00
2022-12-24T00:00:00Z,128412357828826939392.00
2022-12-25T00:00:00Z,128412357828826939392.00
2022-12-26T00:00:00Z,128412357828826939392.00
2022-12-27T00:00:00Z,128412357828826939392.00
2022-12-28T00:00:00Z,128412357828826939392.00
2022-12-29T00:00:00Z,128412357828826939392.00
2022-12-30T00:00:00Z,128412357828826939392.00
2022-12-31T00:00:00Z,128412357828826939392.00
2023-01-01T00:00:00Z,128322510418826936320.00
2023-01-02T00:00:00Z,128322510418826936320.00
2023-01-03T00:00:00Z,126347510418826936320.00
2023-01-04T00:00:00Z,126347510418826936320.00
2023-01-05T00:00:00Z,126347510418826936320.00
2023-01-06T00:00:00Z,126347510418826936320.00
2023-01-07T00:00:00Z,126347510418826936320.00
2023-01-08T00:00:00Z,126347510418826936320.00
2023-01-09T00:00:00Z,126347510418826936320.00
2023-01-10T00:00:00Z,126347510418826936320.00
2023-01-11T00:00:00Z,126347510418826936320.00
2023-01-12T00:00:00Z,126050510418826936320.00
2023-01-13T00:00:00Z,126050510418826936320.00
2023-01-14T00:00:00Z,126050510418826936320.00
2023-01-15T00:00:00Z,126050510418826936320.00
2023-01-16T00:00:00Z,126050510418826936320.00
2023-01-17T00:00:00Z,126050510418826936320.00
2023-01-18T00:00:00Z,126050510418826936320.00
2023-01-19T00:00:00Z,126050510418826936320.00
2023-01-20T00:00:00Z,126050510418826936320.00
2023-01-21T00:00:00Z,126050510418826936320.00
2023-01-22T00:00:00Z,126050510418826936320.00
2023-01-23T00:00:00Z,125995427400056406016.00
2023-01-24T00:00:00Z,125995427400056406016.00
2023-01-25T00:00:00Z,125995427400056406016.00
2023-01-26T00:00:00Z,125995427400056406016.00
2023-01-27T00:00:00Z,125995427400056406016.00
2023-01-28T00:00:00Z,125845427400056406016.00
2023-01-29T00:00:00Z,125845427400056406016.00
2023-01-30T00:00:00Z,125845427400056406016.00
