DATA,,,,,,,,,
key,data,,,,,,,,
token_name,Maps.me,,,,,,,,
token_symbol,MAPS,,,,,,,,
start_date,01/12/2021,,,,,,,,
start_tokens,10000000000,,,,,,,,
emission_schedule,1D,,,,,,,,
emission_type,linear_unlock,,,,,,,,
emission_incentive,,,,,,,,,
DISTRIBUTION,,,,,,,,,
entity,Private Sale,IEO and Initial Liquidity,Serum Community Fund,MAPS Community Fund,Liquidity & Token Growth,Ecosystem Partners,Project Builders,Technology & Product,Ecosystem Growth & Marketing
type,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage
group,investor,public,ecosystem,ecosystem,foundation,ecosystem,team_advisors,team_advisors,ecosystem
emission,unlock,unlock,unlock,unlock,unlock,unlock,unlock,unlock,unlock
t758,0.89644,5,4.81683,5.22719,0.89644,1.79288,2.68932,1.79288,3.02395
t759,0.89872,5,4.82527,5.2354,0.89872,1.79745,2.69617,1.79745,3.02783
t760,0.901,5,4.83371,5.24361,0.901,1.80201,2.70301,1.80201,3.03171
t761,0.90328,5,4.84215,5.25182,0.90328,1.80657,2.70985,1.80657,3.03558
t762,0.90557,5,4.85059,5.26004,0.90557,1.81113,2.7167,1.81113,3.03946
t763,0.90785,5,4.85903,5.26825,0.90785,1.81569,2.72354,1.81569,3.04334
t764,0.91013,5,4.86747,5.27646,0.91013,1.82026,2.73038,1.82026,3.04722
t765,0.91241,5,4.87591,5.28467,0.91241,1.82482,2.73723,1.82482,3.05109
t766,0.91469,5,4.88435,5.29288,0.91469,1.82938,2.74407,1.82938,3.05497
t767,0.91697,5,4.89279,5.30109,0.91697,1.83394,2.75091,1.83394,3.05885
t768,0.91925,5,4.90123,5.30931,0.91925,1.8385,2.75776,1.8385,3.06273
t769,0.92153,5,4.90967,5.31752,0.92153,1.84307,2.7646,1.84307,3.06661
t770,0.92381,5,4.91811,5.32573,0.92381,1.84763,2.77144,1.84763,3.07048
t771,0.92609,5,4.92655,5.33394,0.92609,1.85219,2.77828,1.85219,3.07436
t772,0.92838,5,4.93499,5.34215,0.92838,1.85675,2.78513,1.85675,3.07824
t773,0.93066,5,4.94343,5.35036,0.93066,1.86131,2.79197,1.86131,3.08212
t774,0.93294,5,4.95187,5.35858,0.93294,1.86588,2.79881,1.86588,3.08599
t775,0.93522,5,4.96031,5.36679,0.93522,1.87044,2.80566,1.87044,3.08987
t776,0.9375,5,4.96875,5.375,0.9375,1.875,2.8125,1.875,3.09375
t777,0.93978,5,4.97719,5.38321,0.93978,1.87956,2.81934,1.87956,3.09763
t778,0.94206,5,4.98563,5.39142,0.94206,1.88412,2.82619,1.88412,3.10151
t779,0.94434,5,4.99407,5.39964,0.94434,1.88869,2.83303,1.88869,3.10538
t780,0.94662,5,5.00251,5.40785,0.94662,1.89325,2.83987,1.89325,3.10926
t781,0.94891,5,5.01095,5.41606,0.94891,1.89781,2.84672,1.89781,3.11314
t782,0.95119,5,5.01939,5.42427,0.95119,1.90237,2.85356,1.90237,3.11702
t783,0.95347,5,5.02783,5.43248,0.95347,1.90693,2.8604,1.90693,3.12089
t784,0.95575,5,5.03627,5.44069,0.95575,1.9115,2.86724,1.9115,3.12477
t785,0.95803,5,5.04471,5.44891,0.95803,1.91606,2.87409,1.91606,3.12865
t786,0.96031,5,5.05315,5.45712,0.96031,1.92062,2.88093,1.92062,3.13253
t787,0.96259,5,5.06159,5.46533,0.96259,1.92518,2.88777,1.92518,3.13641
t788,0.96487,5,5.07003,5.47354,0.96487,1.92974,2.89462,1.92974,3.14028
t789,0.96715,5,5.07847,5.48175,0.96715,1.93431,2.90146,1.93431,3.14416
t790,0.96943,5,5.08691,5.48996,0.96943,1.93887,2.9083,1.93887,3.14804
t791,0.97172,5,5.09535,5.49818,0.97172,1.94343,2.91515,1.94343,3.15192
t792,0.974,5,5.10379,5.50639,0.974,1.94799,2.92199,1.94799,3.15579
t793,0.97628,5,5.11223,5.5146,0.97628,1.95255,2.92883,1.95255,3.15967
t794,0.97856,5,5.12067,5.52281,0.97856,1.95712,2.93568,1.95712,3.16355
t795,0.98084,5,5.12911,5.53102,0.98084,1.96168,2.94252,1.96168,3.16743
t796,0.98312,5,5.13755,5.53923,0.98312,1.96624,2.94936,1.96624,3.1713
t797,0.9854,5,5.14599,5.54745,0.9854,1.9708,2.9562,1.9708,3.17518
t798,0.98768,5,5.15443,5.55566,0.98768,1.97536,2.96305,1.97536,3.17906
t799,0.98996,5,5.16286,5.56387,0.98996,1.97993,2.96989,1.97993,3.18294
t800,0.99224,5,5.1713,5.57208,0.99224,1.98449,2.97673,1.98449,3.18682
t801,0.99453,5,5.17974,5.58029,0.99453,1.98905,2.98358,1.98905,3.19069
t802,0.99681,5,5.18818,5.5885,0.99681,1.99361,2.99042,1.99361,3.19457
t803,0.99909,5,5.19662,5.59672,0.99909,1.99818,2.99726,1.99818,3.19845
t804,1.00137,5,5.20506,5.60493,1.00137,2.00274,3.00411,2.00274,3.20233
t805,1.00365,5,5.2135,5.61314,1.00365,2.0073,3.01095,2.0073,3.2062
t806,1.00593,5,5.22194,5.62135,1.00593,2.01186,3.01779,2.01186,3.21008
t807,1.00821,5,5.23038,5.62956,1.00821,2.01642,3.02464,2.01642,3.21396
t808,1.01049,5,5.23882,5.63777,1.01049,2.02099,3.03148,2.02099,3.21784
t809,1.01277,5,5.24726,5.64599,1.01277,2.02555,3.03832,2.02555,3.22172
t810,1.01505,5,5.2557,5.6542,1.01505,2.03011,3.04516,2.03011,3.22559
t811,1.01734,5,5.26414,5.66241,1.01734,2.03467,3.05201,2.03467,3.22947
t812,1.01962,5,5.27258,5.67062,1.01962,2.03923,3.05885,2.03923,3.23335
t813,1.0219,5,5.28102,5.67883,1.0219,2.0438,3.06569,2.0438,3.23723
t814,1.02418,5,5.28946,5.68704,1.02418,2.04836,3.07254,2.04836,3.2411
t815,1.02646,5,5.2979,5.69526,1.02646,2.05292,3.07938,2.05292,3.24498
t816,1.02874,5,5.30634,5.70347,1.02874,2.05748,3.08622,2.05748,3.24886
t817,1.03102,5,5.31478,5.71168,1.03102,2.06204,3.09307,2.06204,3.25274
t818,1.0333,5,5.32322,5.71989,1.0333,2.06661,3.09991,2.06661,3.25661
t819,1.03558,5,5.33166,5.7281,1.03558,2.07117,3.10675,2.07117,3.26049
t820,1.03786,5,5.3401,5.73631,1.03786,2.07573,3.11359,2.07573,3.26437
t821,1.04015,5,5.34854,5.74453,1.04015,2.08029,3.12044,2.08029,3.26825
t822,1.04243,5,5.35698,5.75274,1.04243,2.08485,3.12728,2.08485,3.27213
t823,1.04471,5,5.36542,5.76095,1.04471,2.08942,3.13412,2.08942,3.276
t824,1.04699,5,5.37386,5.76916,1.04699,2.09398,3.14097,2.09398,3.27988
t825,1.04927,5,5.3823,5.77737,1.04927,2.09854,3.14781,2.09854,3.28376
t826,1.05155,5,5.39074,5.78558,1.05155,2.1031,3.15465,2.1031,3.28764
t827,1.05383,5,5.39918,5.7938,1.05383,2.10766,3.1615,2.10766,3.29151
t828,1.05611,5,5.40762,5.80201,1.05611,2.11223,3.16834,2.11223,3.29539
t829,1.05839,5,5.41606,5.81022,1.05839,2.11679,3.17518,2.11679,3.29927
t830,1.06068,5,5.4245,5.81843,1.06068,2.12135,3.18203,2.12135,3.30315
t831,1.06296,5,5.43294,5.82664,1.06296,2.12591,3.18887,2.12591,3.30703
t832,1.06524,5,5.44138,5.83485,1.06524,2.13047,3.19571,2.13047,3.3109
t833,1.06752,5,5.44982,5.84307,1.06752,2.13504,3.20255,2.13504,3.31478
t834,1.0698,5,5.45826,5.85128,1.0698,2.1396,3.2094,2.1396,3.31866
t835,1.07208,5,5.4667,5.85949,1.07208,2.14416,3.21624,2.14416,3.32254
t836,1.07436,5,5.47514,5.8677,1.07436,2.14872,3.22308,2.14872,3.32641
t837,1.07664,5,5.48358,5.87591,1.07664,2.15328,3.22993,2.15328,3.33029
t838,1.07892,5,5.49202,5.88412,1.07892,2.15785,3.23677,2.15785,3.33417
t839,1.0812,5,5.50046,5.89234,1.0812,2.16241,3.24361,2.16241,3.33805
t840,1.08349,5,5.5089,5.90055,1.08349,2.16697,3.25046,2.16697,3.34193
t841,1.08577,5,5.51734,5.90876,1.08577,2.17153,3.2573,2.17153,3.3458
t842,1.08805,5,5.52578,5.91697,1.08805,2.17609,3.26414,2.17609,3.34968
t843,1.09033,5,5.53422,5.92518,1.09033,2.18066,3.27099,2.18066,3.35356
t844,1.09261,5,5.54266,5.93339,1.09261,2.18522,3.27783,2.18522,3.35744
t845,1.09489,5,5.55109,5.94161,1.09489,2.18978,3.28467,2.18978,3.36131
t846,1.09717,5,5.55953,5.94982,1.09717,2.19434,3.29151,2.19434,3.36519
t847,1.09945,5,5.56797,5.95803,1.09945,2.19891,3.29836,2.19891,3.36907
t848,1.10173,5,5.57641,5.96624,1.10173,2.20347,3.3052,2.20347,3.37295
t849,1.10401,5,5.58485,5.97445,1.10401,2.20803,3.31204,2.20803,3.37682
t850,1.1063,5,5.59329,5.98266,1.1063,2.21259,3.31889,2.21259,3.3807
t851,1.10858,5,5.60173,5.99088,1.10858,2.21715,3.32573,2.21715,3.38458
t852,1.11086,5,5.61017,5.99909,1.11086,2.22172,3.33257,2.22172,3.38846
t853,1.11314,5,5.61861,6.0073,1.11314,2.22628,3.33942,2.22628,3.39234
t854,1.11542,5,5.62705,6.01551,1.11542,2.23084,3.34626,2.23084,3.39621
t855,1.1177,5,5.63549,6.02372,1.1177,2.2354,3.3531,2.2354,3.40009
t856,1.11998,5,5.64393,6.03193,1.11998,2.23996,3.35995,2.23996,3.40397
t857,1.12226,5,5.65237,6.04015,1.12226,2.24453,3.36679,2.24453,3.40785
t858,1.12454,5,5.66081,6.04836,1.12454,2.24909,3.37363,2.24909,3.41172
t859,1.12682,5,5.66925,6.05657,1.12682,2.25365,3.38047,2.25365,3.4156
t860,1.12911,5,5.67769,6.06478,1.12911,2.25821,3.38732,2.25821,3.41948
t861,1.13139,5,5.68613,6.07299,1.13139,2.26277,3.39416,2.26277,3.42336
t862,1.13367,5,5.69457,6.0812,1.13367,2.26734,3.401,2.26734,3.42724
t863,1.13595,5,5.70301,6.08942,1.13595,2.2719,3.40785,2.2719,3.43111
t864,1.13823,5,5.71145,6.09763,1.13823,2.27646,3.41469,2.27646,3.43499
t865,1.14051,5,5.71989,6.10584,1.14051,2.28102,3.42153,2.28102,3.43887
t866,1.14279,5,5.72833,6.11405,1.14279,2.28558,3.42838,2.28558,3.44275
t867,1.14507,5,5.73677,6.12226,1.14507,2.29015,3.43522,2.29015,3.44662
t868,1.14735,5,5.74521,6.13047,1.14735,2.29471,3.44206,2.29471,3.4505
t869,1.14964,5,5.75365,6.13869,1.14964,2.29927,3.44891,2.29927,3.45438
t870,1.15192,5,5.76209,6.1469,1.15192,2.30383,3.45575,2.30383,3.45826
t871,1.1542,5,5.77053,6.15511,1.1542,2.30839,3.46259,2.30839,3.46214
t872,1.15648,5,5.77897,6.16332,1.15648,2.31296,3.46943,2.31296,3.46601
t873,1.15876,5,5.78741,6.17153,1.15876,2.31752,3.47628,2.31752,3.46989
t874,1.16104,5,5.79585,6.17974,1.16104,2.32208,3.48312,2.32208,3.47377
t875,1.16332,5,5.80429,6.18796,1.16332,2.32664,3.48996,2.32664,3.47765
t876,1.1656,5,5.81273,6.19617,1.1656,2.3312,3.49681,2.3312,3.48152
t877,1.16788,5,5.82117,6.20438,1.16788,2.33577,3.50365,2.33577,3.4854
t878,1.17016,5,5.82961,6.21259,1.17016,2.34033,3.51049,2.34033,3.48928
t879,1.17245,5,5.83805,6.2208,1.17245,2.34489,3.51734,2.34489,3.49316
t880,1.17473,5,5.84649,6.22901,1.17473,2.34945,3.52418,2.34945,3.49703
t881,1.17701,5,5.85493,6.23723,1.17701,2.35401,3.53102,2.35401,3.50091
t882,1.17929,5,5.86337,6.24544,1.17929,2.35858,3.53786,2.35858,3.50479
t883,1.18157,5,5.87181,6.25365,1.18157,2.36314,3.54471,2.36314,3.50867
t884,1.18385,5,5.88025,6.26186,1.18385,2.3677,3.55155,2.3677,3.51255
t885,1.18613,5,5.88869,6.27007,1.18613,2.37226,3.55839,2.37226,3.51642
t886,1.18841,5,5.89713,6.27828,1.18841,2.37682,3.56524,2.37682,3.5203
t887,1.19069,5,5.90557,6.2865,1.19069,2.38139,3.57208,2.38139,3.52418
t888,1.19297,5,5.91401,6.29471,1.19297,2.38595,3.57892,2.38595,3.52806
t889,1.19526,5,5.92245,6.30292,1.19526,2.39051,3.58577,2.39051,3.53193
t890,1.19754,5,5.93089,6.31113,1.19754,2.39507,3.59261,2.39507,3.53581
t891,1.19982,5,5.93932,6.31934,1.19982,2.39964,3.59945,2.39964,3.53969
t892,1.2021,5,5.94776,6.32755,1.2021,2.4042,3.6063,2.4042,3.54357
t893,1.20438,5,5.9562,6.33577,1.20438,2.40876,3.61314,2.40876,3.54745
t894,1.20666,5,5.96464,6.34398,1.20666,2.41332,3.61998,2.41332,3.55132
t895,1.20894,5,5.97308,6.35219,1.20894,2.41788,3.62682,2.41788,3.5552
t896,1.21122,5,5.98152,6.3604,1.21122,2.42245,3.63367,2.42245,3.55908
t897,1.2135,5,5.98996,6.36861,1.2135,2.42701,3.64051,2.42701,3.56296
t898,1.21578,5,5.9984,6.37682,1.21578,2.43157,3.64735,2.43157,3.56683
t899,1.21807,5,6.00684,6.38504,1.21807,2.43613,3.6542,2.43613,3.57071
t900,1.22035,5,6.01528,6.39325,1.22035,2.44069,3.66104,2.44069,3.57459
t901,1.22263,5,6.02372,6.40146,1.22263,2.44526,3.66788,2.44526,3.57847
t902,1.22491,5,6.03216,6.40967,1.22491,2.44982,3.67473,2.44982,3.58234
t903,1.22719,5,6.0406,6.41788,1.22719,2.45438,3.68157,2.45438,3.58622
t904,1.22947,5,6.04904,6.42609,1.22947,2.45894,3.68841,2.45894,3.5901
t905,1.23175,5,6.05748,6.43431,1.23175,2.4635,3.69526,2.4635,3.59398
t906,1.23403,5,6.06592,6.44252,1.23403,2.46807,3.7021,2.46807,3.59786
t907,1.23631,5,6.07436,6.45073,1.23631,2.47263,3.70894,2.47263,3.60173
t908,1.23859,5,6.0828,6.45894,1.23859,2.47719,3.71578,2.47719,3.60561
t909,1.24088,5,6.09124,6.46715,1.24088,2.48175,3.72263,2.48175,3.60949
t910,1.24316,5,6.09968,6.47536,1.24316,2.48631,3.72947,2.48631,3.61337
t911,1.24544,5,6.10812,6.48358,1.24544,2.49088,3.73631,2.49088,3.61724
t912,1.24772,5,6.11656,6.49179,1.24772,2.49544,3.74316,2.49544,3.62112
t913,1.25,5,6.125,6.5,1.25,2.5,3.75,2.5,3.625
t914,1.25228,5,6.13344,6.50821,1.25228,2.50456,3.75684,2.50456,3.62888
t915,1.25456,5,6.14188,6.51642,1.25456,2.50912,3.76369,2.50912,3.63276
t916,1.25684,5,6.15032,6.52464,1.25684,2.51369,3.77053,2.51369,3.63663
t917,1.25912,5,6.15876,6.53285,1.25912,2.51825,3.77737,2.51825,3.64051
t918,1.26141,5,6.1672,6.54106,1.26141,2.52281,3.78422,2.52281,3.64439
t919,1.26369,5,6.17564,6.54927,1.26369,2.52737,3.79106,2.52737,3.64827
t920,1.26597,5,6.18408,6.55748,1.26597,2.53193,3.7979,2.53193,3.65214
t921,1.26825,5,6.19252,6.56569,1.26825,2.5365,3.80474,2.5365,3.65602
t922,1.27053,5,6.20096,6.57391,1.27053,2.54106,3.81159,2.54106,3.6599
t923,1.27281,5,6.2094,6.58212,1.27281,2.54562,3.81843,2.54562,3.66378
t924,1.27509,5,6.21784,6.59033,1.27509,2.55018,3.82527,2.55018,3.66766
t925,1.27737,5,6.22628,6.59854,1.27737,2.55474,3.83212,2.55474,3.67153
t926,1.27965,5,6.23472,6.60675,1.27965,2.55931,3.83896,2.55931,3.67541
t927,1.28193,5,6.24316,6.61496,1.28193,2.56387,3.8458,2.56387,3.67929
t928,1.28422,5,6.2516,6.62318,1.28422,2.56843,3.85265,2.56843,3.68317
t929,1.2865,5,6.26004,6.63139,1.2865,2.57299,3.85949,2.57299,3.68704
t930,1.28878,5,6.26848,6.6396,1.28878,2.57755,3.86633,2.57755,3.69092
t931,1.29106,5,6.27692,6.64781,1.29106,2.58212,3.87318,2.58212,3.6948
t932,1.29334,5,6.28536,6.65602,1.29334,2.58668,3.88002,2.58668,3.69868
t933,1.29562,5,6.2938,6.66423,1.29562,2.59124,3.88686,2.59124,3.70255
t934,1.2979,5,6.30224,6.67245,1.2979,2.5958,3.8937,2.5958,3.70643
t935,1.30018,5,6.31068,6.68066,1.30018,2.60036,3.90055,2.60036,3.71031
t936,1.30246,5,6.31911,6.68887,1.30246,2.60493,3.90739,2.60493,3.71419
t937,1.30474,5,6.32755,6.69708,1.30474,2.60949,3.91423,2.60949,3.71807
t938,1.30703,5,6.33599,6.70529,1.30703,2.61405,3.92108,2.61405,3.72194
t939,1.30931,5,6.34443,6.7135,1.30931,2.61861,3.92792,2.61861,3.72582
t940,1.31159,5,6.35287,6.72172,1.31159,2.62318,3.93476,2.62318,3.7297
t941,1.31387,5,6.36131,6.72993,1.31387,2.62774,3.94161,2.62774,3.73358
t942,1.31615,5,6.36975,6.73814,1.31615,2.6323,3.94845,2.6323,3.73745
t943,1.31843,5,6.37819,6.74635,1.31843,2.63686,3.95529,2.63686,3.74133
t944,1.32071,5,6.38663,6.75456,1.32071,2.64142,3.96214,2.64142,3.74521
t945,1.32299,5,6.39507,6.76277,1.32299,2.64599,3.96898,2.64599,3.74909
t946,1.32527,5,6.40351,6.77099,1.32527,2.65055,3.97582,2.65055,3.75297
t947,1.32755,5,6.41195,6.7792,1.32755,2.65511,3.98266,2.65511,3.75684
t948,1.32984,5,6.42039,6.78741,1.32984,2.65967,3.98951,2.65967,3.76072
t949,1.33212,5,6.42883,6.79562,1.33212,2.66423,3.99635,2.66423,3.7646
t950,1.3344,5,6.43727,6.80383,1.3344,2.6688,4.00319,2.6688,3.76848
t951,1.33668,5,6.44571,6.81204,1.33668,2.67336,4.01004,2.67336,3.77235
t952,1.33896,5,6.45415,6.82026,1.33896,2.67792,4.01688,2.67792,3.77623
t953,1.34124,5,6.46259,6.82847,1.34124,2.68248,4.02372,2.68248,3.78011
t954,1.34352,5,6.47103,6.83668,1.34352,2.68704,4.03057,2.68704,3.78399
t955,1.3458,5,6.47947,6.84489,1.3458,2.69161,4.03741,2.69161,3.78786
t956,1.34808,5,6.48791,6.8531,1.34808,2.69617,4.04425,2.69617,3.79174
t957,1.35036,5,6.49635,6.86131,1.35036,2.70073,4.05109,2.70073,3.79562
t958,1.35265,5,6.50479,6.86953,1.35265,2.70529,4.05794,2.70529,3.7995
t959,1.35493,5,6.51323,6.87774,1.35493,2.70985,4.06478,2.70985,3.80338
t960,1.35721,5,6.52167,6.88595,1.35721,2.71442,4.07162,2.71442,3.80725
t961,1.35949,5,6.53011,6.89416,1.35949,2.71898,4.07847,2.71898,3.81113
t962,1.36177,5,6.53855,6.90237,1.36177,2.72354,4.08531,2.72354,3.81501
t963,1.36405,5,6.54699,6.91058,1.36405,2.7281,4.09215,2.7281,3.81889
t964,1.36633,5,6.55543,6.9188,1.36633,2.73266,4.099,2.73266,3.82276
t965,1.36861,5,6.56387,6.92701,1.36861,2.73723,4.10584,2.73723,3.82664
t966,1.37089,5,6.57231,6.93522,1.37089,2.74179,4.11268,2.74179,3.83052
t967,1.37318,5,6.58075,6.94343,1.37318,2.74635,4.11953,2.74635,3.8344
t968,1.37546,5,6.58919,6.95164,1.37546,2.75091,4.12637,2.75091,3.83828
t969,1.37774,5,6.59763,6.95985,1.37774,2.75547,4.13321,2.75547,3.84215
t970,1.38002,5,6.60607,6.96807,1.38002,2.76004,4.14005,2.76004,3.84603
t971,1.3823,5,6.61451,6.97628,1.3823,2.7646,4.1469,2.7646,3.84991
t972,1.38458,5,6.62295,6.98449,1.38458,2.76916,4.15374,2.76916,3.85379
t973,1.38686,5,6.63139,6.9927,1.38686,2.77372,4.16058,2.77372,3.85766
t974,1.38914,5,6.63983,7.00091,1.38914,2.77828,4.16743,2.77828,3.86154
t975,1.39142,5,6.64827,7.00912,1.39142,2.78285,4.17427,2.78285,3.86542
t976,1.3937,5,6.65671,7.01734,1.3937,2.78741,4.18111,2.78741,3.8693
t977,1.39599,5,6.66515,7.02555,1.39599,2.79197,4.18796,2.79197,3.87318
t978,1.39827,5,6.67359,7.03376,1.39827,2.79653,4.1948,2.79653,3.87705
t979,1.40055,5,6.68203,7.04197,1.40055,2.80109,4.20164,2.80109,3.88093
t980,1.40283,5,6.69047,7.05018,1.40283,2.80566,4.20849,2.80566,3.88481
t981,1.40511,5,6.69891,7.05839,1.40511,2.81022,4.21533,2.81022,3.88869
t982,1.40739,5,6.70734,7.06661,1.40739,2.81478,4.22217,2.81478,3.89256
t983,1.40967,5,6.71578,7.07482,1.40967,2.81934,4.22901,2.81934,3.89644
t984,1.41195,5,6.72422,7.08303,1.41195,2.82391,4.23586,2.82391,3.90032
t985,1.41423,5,6.73266,7.09124,1.41423,2.82847,4.2427,2.82847,3.9042
t986,1.41651,5,6.7411,7.09945,1.41651,2.83303,4.24954,2.83303,3.90807
t987,1.4188,5,6.74954,7.10766,1.4188,2.83759,4.25639,2.83759,3.91195
t988,1.42108,5,6.75798,7.11588,1.42108,2.84215,4.26323,2.84215,3.91583
t989,1.42336,5,6.76642,7.12409,1.42336,2.84672,4.27007,2.84672,3.91971
t990,1.42564,5,6.77486,7.1323,1.42564,2.85128,4.27692,2.85128,3.92359
t991,1.42792,5,6.7833,7.14051,1.42792,2.85584,4.28376,2.85584,3.92746
t992,1.4302,5,6.79174,7.14872,1.4302,2.8604,4.2906,2.8604,3.93134
t993,1.43248,5,6.80018,7.15693,1.43248,2.86496,4.29745,2.86496,3.93522
t994,1.43476,5,6.80862,7.16515,1.43476,2.86953,4.30429,2.86953,3.9391
t995,1.43704,5,6.81706,7.17336,1.43704,2.87409,4.31113,2.87409,3.94297
t996,1.43932,5,6.8255,7.18157,1.43932,2.87865,4.31797,2.87865,3.94685
t997,1.44161,5,6.83394,7.18978,1.44161,2.88321,4.32482,2.88321,3.95073
t998,1.44389,5,6.84238,7.19799,1.44389,2.88777,4.33166,2.88777,3.95461
t999,1.44617,5,6.85082,7.2062,1.44617,2.89234,4.3385,2.89234,3.95849
t1000,1.44845,5,6.85926,7.21442,1.44845,2.8969,4.34535,2.8969,3.96236
t1001,1.45073,5,6.8677,7.22263,1.45073,2.90146,4.35219,2.90146,3.96624
t1002,1.45301,5,6.87614,7.23084,1.45301,2.90602,4.35903,2.90602,3.97012
t1003,1.45529,5,6.88458,7.23905,1.45529,2.91058,4.36588,2.91058,3.974
t1004,1.45757,5,6.89302,7.24726,1.45757,2.91515,4.37272,2.91515,3.97787
t1005,1.45985,5,6.90146,7.25547,1.45985,2.91971,4.37956,2.91971,3.98175
t1006,1.46214,5,6.9099,7.26369,1.46214,2.92427,4.38641,2.92427,3.98563
t1007,1.46442,5,6.91834,7.2719,1.46442,2.92883,4.39325,2.92883,3.98951
t1008,1.4667,5,6.92678,7.28011,1.4667,2.93339,4.40009,2.93339,3.99339
t1009,1.46898,5,6.93522,7.28832,1.46898,2.93796,4.40693,2.93796,3.99726
t1010,1.47126,5,6.94366,7.29653,1.47126,2.94252,4.41378,2.94252,4.00114
t1011,1.47354,5,6.9521,7.30474,1.47354,2.94708,4.42062,2.94708,4.00502
t1012,1.47582,5,6.96054,7.31296,1.47582,2.95164,4.42746,2.95164,4.0089
t1013,1.4781,5,6.96898,7.32117,1.4781,2.9562,4.43431,2.9562,4.01277
t1014,1.48038,5,6.97742,7.32938,1.48038,2.96077,4.44115,2.96077,4.01665
t1015,1.48266,5,6.98586,7.33759,1.48266,2.96533,4.44799,2.96533,4.02053
t1016,1.48495,5,6.9943,7.3458,1.48495,2.96989,4.45484,2.96989,4.02441
t1017,1.48723,5,7.00274,7.35401,1.48723,2.97445,4.46168,2.97445,4.02828
t1018,1.48951,5,7.01118,7.36223,1.48951,2.97901,4.46852,2.97901,4.03216
t1019,1.49179,5,7.01962,7.37044,1.49179,2.98358,4.47536,2.98358,4.03604
t1020,1.49407,5,7.02806,7.37865,1.49407,2.98814,4.48221,2.98814,4.03992
t1021,1.49635,5,7.0365,7.38686,1.49635,2.9927,4.48905,2.9927,4.0438
t1022,1.49863,5,7.04494,7.39507,1.49863,2.99726,4.49589,2.99726,4.04767
t1023,1.50091,5,7.05338,7.40328,1.50091,3.00182,4.50274,3.00182,4.05155
t1024,1.50319,5,7.06182,7.4115,1.50319,3.00639,4.50958,3.00639,4.05543
t1025,1.50547,5,7.07026,7.41971,1.50547,3.01095,4.51642,3.01095,4.05931
t1026,1.50776,5,7.0787,7.42792,1.50776,3.01551,4.52327,3.01551,4.06318
t1027,1.51004,5,7.08714,7.43613,1.51004,3.02007,4.53011,3.02007,4.06706
t1028,1.51232,5,7.09557,7.44434,1.51232,3.02464,4.53695,3.02464,4.07094
t1029,1.5146,5,7.10401,7.45255,1.5146,3.0292,4.5438,3.0292,4.07482
t1030,1.51688,5,7.11245,7.46077,1.51688,3.03376,4.55064,3.03376,4.0787
t1031,1.51916,5,7.12089,7.46898,1.51916,3.03832,4.55748,3.03832,4.08257
t1032,1.52144,5,7.12933,7.47719,1.52144,3.04288,4.56432,3.04288,4.08645
t1033,1.52372,5,7.13777,7.4854,1.52372,3.04745,4.57117,3.04745,4.09033
t1034,1.526,5,7.14621,7.49361,1.526,3.05201,4.57801,3.05201,4.09421
t1035,1.52828,5,7.15465,7.50182,1.52828,3.05657,4.58485,3.05657,4.09808
t1036,1.53057,5,7.16309,7.51004,1.53057,3.06113,4.5917,3.06113,4.10196
t1037,1.53285,5,7.17153,7.51825,1.53285,3.06569,4.59854,3.06569,4.10584
t1038,1.53513,5,7.17997,7.52646,1.53513,3.07026,4.60538,3.07026,4.10972
t1039,1.53741,5,7.18841,7.53467,1.53741,3.07482,4.61223,3.07482,4.11359
t1040,1.53969,5,7.19685,7.54288,1.53969,3.07938,4.61907,3.07938,4.11747
t1041,1.54197,5,7.20529,7.55109,1.54197,3.08394,4.62591,3.08394,4.12135
t1042,1.54425,5,7.21373,7.55931,1.54425,3.0885,4.63276,3.0885,4.12523
t1043,1.54653,5,7.22217,7.56752,1.54653,3.09307,4.6396,3.09307,4.12911
t1044,1.54881,5,7.23061,7.57573,1.54881,3.09763,4.64644,3.09763,4.13298
t1045,1.55109,5,7.23905,7.58394,1.55109,3.10219,4.65328,3.10219,4.13686
t1046,1.55338,5,7.24749,7.59215,1.55338,3.10675,4.66013,3.10675,4.14074
t1047,1.55566,5,7.25593,7.60036,1.55566,3.11131,4.66697,3.11131,4.14462
t1048,1.55794,5,7.26437,7.60858,1.55794,3.11588,4.67381,3.11588,4.14849
t1049,1.56022,5,7.27281,7.61679,1.56022,3.12044,4.68066,3.12044,4.15237
t1050,1.5625,5,7.28125,7.625,1.5625,3.125,4.6875,3.125,4.15625
t1051,1.56478,5,7.28969,7.63321,1.56478,3.12956,4.69434,3.12956,4.16013
t1052,1.56706,5,7.29813,7.64142,1.56706,3.13412,4.70119,3.13412,4.16401
t1053,1.56934,5,7.30657,7.64964,1.56934,3.13869,4.70803,3.13869,4.16788
t1054,1.57162,5,7.31501,7.65785,1.57162,3.14325,4.71487,3.14325,4.17176
t1055,1.57391,5,7.32345,7.66606,1.57391,3.14781,4.72172,3.14781,4.17564
t1056,1.57619,5,7.33189,7.67427,1.57619,3.15237,4.72856,3.15237,4.17952
t1057,1.57847,5,7.34033,7.68248,1.57847,3.15693,4.7354,3.15693,4.18339
t1058,1.58075,5,7.34877,7.69069,1.58075,3.1615,4.74224,3.1615,4.18727
