DATA,,,,,,,,
key,data,,,,,,,
token_name,Oxygen,,,,,,,
token_symbol,OXY,,,,,,,
start_date,01/12/2021,,,,,,,
start_tokens,10000000000,,,,,,,
emission_schedule,1D,,,,,,,
emission_type,linear_unlock,,,,,,,
emission_incentive,,,,,,,,
DISTRIBUTION,,,,,,,,
entity,Community Fund,Team,Serum Ecosystem Incentives,Maps Ecosystem Incentives,Product and Tech Growth,Private Sale,IEO,Partners
type,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage
group,ecosystem,team_advisors,ecosystem,ecosystem,team_advisors,investors,public,team_advisors
emission,unlock,unlock,unlock,unlock,unlock,unlock,unlock,unlock
allocation,20,10,15,10,25,10,2,8.00
t609,2.672508,1.336254,3.303943,1.336254,10.704819,1.336254,2.000000,1.069003
t610,2.683461,1.341731,3.311336,1.341731,10.713855,1.341731,2.000000,1.073384
t611,2.694414,1.347207,3.318729,1.347207,10.722892,1.347207,2.000000,1.077766
t612,2.705367,1.352683,3.326123,1.352683,10.731928,1.352683,2.000000,1.082147
t613,2.716320,1.358160,3.333516,1.358160,10.740964,1.358160,2.000000,1.086528
t614,2.727273,1.363636,3.340909,1.363636,10.750000,1.363636,2.000000,1.090909
t615,2.738226,1.369113,3.348302,1.369113,10.759036,1.369113,2.000000,1.095290
t616,2.749179,1.374589,3.355696,1.374589,10.768072,1.374589,2.000000,1.099671
t617,2.760131,1.380066,3.363089,1.380066,10.777108,1.380066,2.000000,1.104053
t618,2.771084,1.385542,3.370482,1.385542,10.786145,1.385542,2.000000,1.108434
t619,2.782037,1.391019,3.377875,1.391019,10.795181,1.391019,2.000000,1.112815
t620,2.792990,1.396495,3.385268,1.396495,10.804217,1.396495,2.000000,1.117196
t621,2.803943,1.401972,3.392662,1.401972,10.813253,1.401972,2.000000,1.121577
t622,2.814896,1.407448,3.400055,1.407448,10.822289,1.407448,2.000000,1.125958
t623,2.825849,1.412924,3.407448,1.412924,10.831325,1.412924,2.000000,1.130340
t624,2.836802,1.418401,3.414841,1.418401,10.840361,1.418401,2.000000,1.134721
t625,2.847755,1.423877,3.422234,1.423877,10.849398,1.423877,2.000000,1.139102
t626,2.858708,1.429354,3.429628,1.429354,10.858434,1.429354,2.000000,1.143483
t627,2.869660,1.434830,3.437021,1.434830,10.867470,1.434830,2.000000,1.147864
t628,2.880613,1.440307,3.444414,1.440307,10.876506,1.440307,2.000000,1.152245
t629,2.891566,1.445783,3.451807,1.445783,10.885542,1.445783,2.000000,1.156627
t630,2.902519,1.451260,3.459200,1.451260,10.894578,1.451260,2.000000,1.161008
t631,2.913472,1.456736,3.466594,1.456736,10.903614,1.456736,2.000000,1.165389
t632,2.924425,1.462212,3.473987,1.462212,10.912651,1.462212,2.000000,1.169770
t633,2.935378,1.467689,3.481380,1.467689,10.921687,1.467689,2.000000,1.174151
t634,2.946331,1.473165,3.488773,1.473165,10.930723,1.473165,2.000000,1.178532
t635,2.957284,1.478642,3.496166,1.478642,10.939759,1.478642,2.000000,1.182913
t636,2.968237,1.484118,3.503560,1.484118,10.948795,1.484118,2.000000,1.187295
t637,2.979189,1.489595,3.510953,1.489595,10.957831,1.489595,2.000000,1.191676
t638,2.990142,1.495071,3.518346,1.495071,10.966867,1.495071,2.000000,1.196057
t639,3.001095,1.500548,3.525739,1.500548,10.975904,1.500548,2.000000,1.200438
t640,3.012048,1.506024,3.533133,1.506024,10.984940,1.506024,2.000000,1.204819
t641,3.023001,1.511501,3.540526,1.511501,10.993976,1.511501,2.000000,1.209200
t642,3.033954,1.516977,3.547919,1.516977,11.003012,1.516977,2.000000,1.213582
t643,3.044907,1.522453,3.555312,1.522453,11.012048,1.522453,2.000000,1.217963
t644,3.055860,1.527930,3.562705,1.527930,11.021084,1.527930,2.000000,1.222344
t645,3.066813,1.533406,3.570099,1.533406,11.030120,1.533406,2.000000,1.226725
t646,3.077766,1.538883,3.577492,1.538883,11.039157,1.538883,2.000000,1.231106
t647,3.088719,1.544359,3.584885,1.544359,11.048193,1.544359,2.000000,1.235487
t648,3.099671,1.549836,3.592278,1.549836,11.057229,1.549836,2.000000,1.239869
t649,3.110624,1.555312,3.599671,1.555312,11.066265,1.555312,2.000000,1.244250
t650,3.121577,1.560789,3.607065,1.560789,11.075301,1.560789,2.000000,1.248631
t651,3.132530,1.566265,3.614458,1.566265,11.084337,1.566265,2.000000,1.253012
t652,3.143483,1.571742,3.621851,1.571742,11.093373,1.571742,2.000000,1.257393
t653,3.154436,1.577218,3.629244,1.577218,11.102410,1.577218,2.000000,1.261774
t654,3.165389,1.582694,3.636637,1.582694,11.111446,1.582694,2.000000,1.266156
t655,3.176342,1.588171,3.644031,1.588171,11.120482,1.588171,2.000000,1.270537
t656,3.187295,1.593647,3.651424,1.593647,11.129518,1.593647,2.000000,1.274918
t657,3.198248,1.599124,3.658817,1.599124,11.138554,1.599124,2.000000,1.279299
t658,3.209200,1.604600,3.666210,1.604600,11.147590,1.604600,2.000000,1.283680
t659,3.220153,1.610077,3.673604,1.610077,11.156627,1.610077,2.000000,1.288061
t660,3.231106,1.615553,3.680997,1.615553,11.165663,1.615553,2.000000,1.292442
t661,3.242059,1.621030,3.688390,1.621030,11.174699,1.621030,2.000000,1.296824
t662,3.253012,1.626506,3.695783,1.626506,11.183735,1.626506,2.000000,1.301205
t663,3.263965,1.631982,3.703176,1.631982,11.192771,1.631982,2.000000,1.305586
t664,3.274918,1.637459,3.710570,1.637459,11.201807,1.637459,2.000000,1.309967
t665,3.285871,1.642935,3.717963,1.642935,11.210843,1.642935,2.000000,1.314348
t666,3.296824,1.648412,3.725356,1.648412,11.219880,1.648412,2.000000,1.318729
t667,3.307777,1.653888,3.732749,1.653888,11.228916,1.653888,2.000000,1.323111
t668,3.318729,1.659365,3.740142,1.659365,11.237952,1.659365,2.000000,1.327492
t669,3.329682,1.664841,3.747536,1.664841,11.246988,1.664841,2.000000,1.331873
t670,3.340635,1.670318,3.754929,1.670318,11.256024,1.670318,2.000000,1.336254
t671,3.351588,1.675794,3.762322,1.675794,11.265060,1.675794,2.000000,1.340635
t672,3.362541,1.681271,3.769715,1.681271,11.274096,1.681271,2.000000,1.345016
t673,3.373494,1.686747,3.777108,1.686747,11.283133,1.686747,2.000000,1.349398
t674,3.384447,1.692223,3.784502,1.692223,11.292169,1.692223,2.000000,1.353779
t675,3.395400,1.697700,3.791895,1.697700,11.301205,1.697700,2.000000,1.358160
t676,3.406353,1.703176,3.799288,1.703176,11.310241,1.703176,2.000000,1.362541
t677,3.417306,1.708653,3.806681,1.708653,11.319277,1.708653,2.000000,1.366922
t678,3.428258,1.714129,3.814074,1.714129,11.328313,1.714129,2.000000,1.371303
t679,3.439211,1.719606,3.821468,1.719606,11.337349,1.719606,2.000000,1.375685
t680,3.450164,1.725082,3.828861,1.725082,11.346386,1.725082,2.000000,1.380066
t681,3.461117,1.730559,3.836254,1.730559,11.355422,1.730559,2.000000,1.384447
t682,3.472070,1.736035,3.843647,1.736035,11.364458,1.736035,2.000000,1.388828
t683,3.483023,1.741512,3.851041,1.741512,11.373494,1.741512,2.000000,1.393209
t684,3.493976,1.746988,3.858434,1.746988,11.382530,1.746988,2.000000,1.397590
t685,3.504929,1.752464,3.865827,1.752464,11.391566,1.752464,2.000000,1.401972
t686,3.515882,1.757941,3.873220,1.757941,11.400602,1.757941,2.000000,1.406353
t687,3.526835,1.763417,3.880613,1.763417,11.409639,1.763417,2.000000,1.410734
t688,3.537788,1.768894,3.888007,1.768894,11.418675,1.768894,2.000000,1.415115
t689,3.548740,1.774370,3.895400,1.774370,11.427711,1.774370,2.000000,1.419496
t690,3.559693,1.779847,3.902793,1.779847,11.436747,1.779847,2.000000,1.423877
t691,3.570646,1.785323,3.910186,1.785323,11.445783,1.785323,2.000000,1.428258
t692,3.581599,1.790800,3.917579,1.790800,11.454819,1.790800,2.000000,1.432640
t693,3.592552,1.796276,3.924973,1.796276,11.463855,1.796276,2.000000,1.437021
t694,3.603505,1.801752,3.932366,1.801752,11.472892,1.801752,2.000000,1.441402
t695,3.614458,1.807229,3.939759,1.807229,11.481928,1.807229,2.000000,1.445783
t696,3.625411,1.812705,3.947152,1.812705,11.490964,1.812705,2.000000,1.450164
t697,3.636364,1.818182,3.954545,1.818182,11.500000,1.818182,2.000000,1.454545
t698,3.647317,1.823658,3.961939,1.823658,11.509036,1.823658,2.000000,1.458927
t699,3.658269,1.829135,3.969332,1.829135,11.518072,1.829135,2.000000,1.463308
t700,3.669222,1.834611,3.976725,1.834611,11.527108,1.834611,2.000000,1.467689
t701,3.680175,1.840088,3.984118,1.840088,11.536145,1.840088,2.000000,1.472070
t702,3.691128,1.845564,3.991512,1.845564,11.545181,1.845564,2.000000,1.476451
t703,3.702081,1.851041,3.998905,1.851041,11.554217,1.851041,2.000000,1.480832
t704,3.713034,1.856517,4.006298,1.856517,11.563253,1.856517,2.000000,1.485214
t705,3.723987,1.861993,4.013691,1.861993,11.572289,1.861993,2.000000,1.489595
t706,3.734940,1.867470,4.021084,1.867470,11.581325,1.867470,2.000000,1.493976
t707,3.745893,1.872946,4.028478,1.872946,11.590361,1.872946,2.000000,1.498357
t708,3.756846,1.878423,4.035871,1.878423,11.599398,1.878423,2.000000,1.502738
t709,3.767798,1.883899,4.043264,1.883899,11.608434,1.883899,2.000000,1.507119
t710,3.778751,1.889376,4.050657,1.889376,11.617470,1.889376,2.000000,1.511501
t711,3.789704,1.894852,4.058050,1.894852,11.626506,1.894852,2.000000,1.515882
t712,3.800657,1.900329,4.065444,1.900329,11.635542,1.900329,2.000000,1.520263
t713,3.811610,1.905805,4.072837,1.905805,11.644578,1.905805,2.000000,1.524644
t714,3.822563,1.911281,4.080230,1.911281,11.653614,1.911281,2.000000,1.529025
t715,3.833516,1.916758,4.087623,1.916758,11.662651,1.916758,2.000000,1.533406
t716,3.844469,1.922234,4.095016,1.922234,11.671687,1.922234,2.000000,1.537788
t717,3.855422,1.927711,4.102410,1.927711,11.680723,1.927711,2.000000,1.542169
t718,3.866375,1.933187,4.109803,1.933187,11.689759,1.933187,2.000000,1.546550
t719,3.877327,1.938664,4.117196,1.938664,11.698795,1.938664,2.000000,1.550931
t720,3.888280,1.944140,4.124589,1.944140,11.707831,1.944140,2.000000,1.555312
t721,3.899233,1.949617,4.131982,1.949617,11.716867,1.949617,2.000000,1.559693
t722,3.910186,1.955093,4.139376,1.955093,11.725904,1.955093,2.000000,1.564074
t723,3.921139,1.960570,4.146769,1.960570,11.734940,1.960570,2.000000,1.568456
t724,3.932092,1.966046,4.154162,1.966046,11.743976,1.966046,2.000000,1.572837
t725,3.943045,1.971522,4.161555,1.971522,11.753012,1.971522,2.000000,1.577218
t726,3.953998,1.976999,4.168949,1.976999,11.762048,1.976999,2.000000,1.581599
t727,3.964951,1.982475,4.176342,1.982475,11.771084,1.982475,2.000000,1.585980
t728,3.975904,1.987952,4.183735,1.987952,11.780120,1.987952,2.000000,1.590361
t729,3.986857,1.993428,4.191128,1.993428,11.789157,1.993428,2.000000,1.594743
t730,3.997809,1.998905,4.198521,1.998905,11.798193,1.998905,2.000000,1.599124
t731,4.008762,2.004381,4.205915,2.004381,11.807229,2.004381,2.000000,1.603505
t732,4.019715,2.009858,4.213308,2.009858,11.816265,2.009858,2.000000,1.607886
t733,4.030668,2.015334,4.220701,2.015334,11.825301,2.015334,2.000000,1.612267
t734,4.041621,2.020811,4.228094,2.020811,11.834337,2.020811,2.000000,1.616648
t735,4.052574,2.026287,4.235487,2.026287,11.843373,2.026287,2.000000,1.621030
t736,4.063527,2.031763,4.242881,2.031763,11.852410,2.031763,2.000000,1.625411
t737,4.074480,2.037240,4.250274,2.037240,11.861446,2.037240,2.000000,1.629792
t738,4.085433,2.042716,4.257667,2.042716,11.870482,2.042716,2.000000,1.634173
t739,4.096386,2.048193,4.265060,2.048193,11.879518,2.048193,2.000000,1.638554
t740,4.107338,2.053669,4.272453,2.053669,11.888554,2.053669,2.000000,1.642935
t741,4.118291,2.059146,4.279847,2.059146,11.897590,2.059146,2.000000,1.647317
t742,4.129244,2.064622,4.287240,2.064622,11.906627,2.064622,2.000000,1.651698
t743,4.140197,2.070099,4.294633,2.070099,11.915663,2.070099,2.000000,1.656079
t744,4.151150,2.075575,4.302026,2.075575,11.924699,2.075575,2.000000,1.660460
t745,4.162103,2.081051,4.309419,2.081051,11.933735,2.081051,2.000000,1.664841
t746,4.173056,2.086528,4.316813,2.086528,11.942771,2.086528,2.000000,1.669222
t747,4.184009,2.092004,4.324206,2.092004,11.951807,2.092004,2.000000,1.673604
t748,4.194962,2.097481,4.331599,2.097481,11.960843,2.097481,2.000000,1.677985
t749,4.205915,2.102957,4.338992,2.102957,11.969880,2.102957,2.000000,1.682366
t750,4.216867,2.108434,4.346386,2.108434,11.978916,2.108434,2.000000,1.686747
t751,4.227820,2.113910,4.353779,2.113910,11.987952,2.113910,2.000000,1.691128
t752,4.238773,2.119387,4.361172,2.119387,11.996988,2.119387,2.000000,1.695509
t753,4.249726,2.124863,4.368565,2.124863,12.006024,2.124863,2.000000,1.699890
t754,4.260679,2.130340,4.375958,2.130340,12.015060,2.130340,2.000000,1.704272
t755,4.271632,2.135816,4.383352,2.135816,12.024096,2.135816,2.000000,1.708653
t756,4.282585,2.141292,4.390745,2.141292,12.033133,2.141292,2.000000,1.713034
t757,4.293538,2.146769,4.398138,2.146769,12.042169,2.146769,2.000000,1.717415
t758,4.304491,2.152245,4.405531,2.152245,12.051205,2.152245,2.000000,1.721796
t759,4.315444,2.157722,4.412924,2.157722,12.060241,2.157722,2.000000,1.726177
t760,4.326396,2.163198,4.420318,2.163198,12.069277,2.163198,2.000000,1.730559
t761,4.337349,2.168675,4.427711,2.168675,12.078313,2.168675,2.000000,1.734940
t762,4.348302,2.174151,4.435104,2.174151,12.087349,2.174151,2.000000,1.739321
t763,4.359255,2.179628,4.442497,2.179628,12.096386,2.179628,2.000000,1.743702
t764,4.370208,2.185104,4.449890,2.185104,12.105422,2.185104,2.000000,1.748083
t765,4.381161,2.190581,4.457284,2.190581,12.114458,2.190581,2.000000,1.752464
t766,4.392114,2.196057,4.464677,2.196057,12.123494,2.196057,2.000000,1.756846
t767,4.403067,2.201533,4.472070,2.201533,12.132530,2.201533,2.000000,1.761227
t768,4.414020,2.207010,4.479463,2.207010,12.141566,2.207010,2.000000,1.765608
t769,4.424973,2.212486,4.486857,2.212486,12.150602,2.212486,2.000000,1.769989
t770,4.435926,2.217963,4.494250,2.217963,12.159639,2.217963,2.000000,1.774370
t771,4.446878,2.223439,4.501643,2.223439,12.168675,2.223439,2.000000,1.778751
t772,4.457831,2.228916,4.509036,2.228916,12.177711,2.228916,2.000000,1.783133
t773,4.468784,2.234392,4.516429,2.234392,12.186747,2.234392,2.000000,1.787514
t774,4.479737,2.239869,4.523823,2.239869,12.195783,2.239869,2.000000,1.791895
t775,4.490690,2.245345,4.531216,2.245345,12.204819,2.245345,2.000000,1.796276
t776,4.501643,2.250821,4.538609,2.250821,12.213855,2.250821,2.000000,1.800657
t777,4.512596,2.256298,4.546002,2.256298,12.222892,2.256298,2.000000,1.805038
t778,4.523549,2.261774,4.553395,2.261774,12.231928,2.261774,2.000000,1.809419
t779,4.534502,2.267251,4.560789,2.267251,12.240964,2.267251,2.000000,1.813801
t780,4.545455,2.272727,4.568182,2.272727,12.250000,2.272727,2.000000,1.818182
t781,4.556407,2.278204,4.575575,2.278204,12.259036,2.278204,2.000000,1.822563
t782,4.567360,2.283680,4.582968,2.283680,12.268072,2.283680,2.000000,1.826944
t783,4.578313,2.289157,4.590361,2.289157,12.277108,2.289157,2.000000,1.831325
t784,4.589266,2.294633,4.597755,2.294633,12.286145,2.294633,2.000000,1.835706
t785,4.600219,2.300110,4.605148,2.300110,12.295181,2.300110,2.000000,1.840088
t786,4.611172,2.305586,4.612541,2.305586,12.304217,2.305586,2.000000,1.844469
t787,4.622125,2.311062,4.619934,2.311062,12.313253,2.311062,2.000000,1.848850
t788,4.633078,2.316539,4.627327,2.316539,12.322289,2.316539,2.000000,1.853231
t789,4.644031,2.322015,4.634721,2.322015,12.331325,2.322015,2.000000,1.857612
t790,4.654984,2.327492,4.642114,2.327492,12.340361,2.327492,2.000000,1.861993
t791,4.665936,2.332968,4.649507,2.332968,12.349398,2.332968,2.000000,1.866375
t792,4.676889,2.338445,4.656900,2.338445,12.358434,2.338445,2.000000,1.870756
t793,4.687842,2.343921,4.664294,2.343921,12.367470,2.343921,2.000000,1.875137
t794,4.698795,2.349398,4.671687,2.349398,12.376506,2.349398,2.000000,1.879518
t795,4.709748,2.354874,4.679080,2.354874,12.385542,2.354874,2.000000,1.883899
t796,4.720701,2.360350,4.686473,2.360350,12.394578,2.360350,2.000000,1.888280
t797,4.731654,2.365827,4.693866,2.365827,12.403614,2.365827,2.000000,1.892662
t798,4.742607,2.371303,4.701260,2.371303,12.412651,2.371303,2.000000,1.897043
t799,4.753560,2.376780,4.708653,2.376780,12.421687,2.376780,2.000000,1.901424
t800,4.764513,2.382256,4.716046,2.382256,12.430723,2.382256,2.000000,1.905805
t801,4.775465,2.387733,4.723439,2.387733,12.439759,2.387733,2.000000,1.910186
t802,4.786418,2.393209,4.730832,2.393209,12.448795,2.393209,2.000000,1.914567
t803,4.797371,2.398686,4.738226,2.398686,12.457831,2.398686,2.000000,1.918949
t804,4.808324,2.404162,4.745619,2.404162,12.466867,2.404162,2.000000,1.923330
t805,4.819277,2.409639,4.753012,2.409639,12.475904,2.409639,2.000000,1.927711
t806,4.830230,2.415115,4.760405,2.415115,12.484940,2.415115,2.000000,1.932092
t807,4.841183,2.420591,4.767798,2.420591,12.493976,2.420591,2.000000,1.936473
t808,4.852136,2.426068,4.775192,2.426068,12.503012,2.426068,2.000000,1.940854
t809,4.863089,2.431544,4.782585,2.431544,12.512048,2.431544,2.000000,1.945235
t810,4.874042,2.437021,4.789978,2.437021,12.521084,2.437021,2.000000,1.949617
t811,4.884995,2.442497,4.797371,2.442497,12.530120,2.442497,2.000000,1.953998
t812,4.895947,2.447974,4.804765,2.447974,12.539157,2.447974,2.000000,1.958379
t813,4.906900,2.453450,4.812158,2.453450,12.548193,2.453450,2.000000,1.962760
t814,4.917853,2.458927,4.819551,2.458927,12.557229,2.458927,2.000000,1.967141
t815,4.928806,2.464403,4.826944,2.464403,12.566265,2.464403,2.000000,1.971522
t816,4.939759,2.469880,4.834337,2.469880,12.575301,2.469880,2.000000,1.975904
t817,4.950712,2.475356,4.841731,2.475356,12.584337,2.475356,2.000000,1.980285
t818,4.961665,2.480832,4.849124,2.480832,12.593373,2.480832,2.000000,1.984666
t819,4.972618,2.486309,4.856517,2.486309,12.602410,2.486309,2.000000,1.989047
t820,4.983571,2.491785,4.863910,2.491785,12.611446,2.491785,2.000000,1.993428
t821,4.994524,2.497262,4.871303,2.497262,12.620482,2.497262,2.000000,1.997809
t822,5.005476,2.502738,4.878697,2.502738,12.629518,2.502738,2.000000,2.002191
t823,5.016429,2.508215,4.886090,2.508215,12.638554,2.508215,2.000000,2.006572
t824,5.027382,2.513691,4.893483,2.513691,12.647590,2.513691,2.000000,2.010953
t825,5.038335,2.519168,4.900876,2.519168,12.656627,2.519168,2.000000,2.015334
t826,5.049288,2.524644,4.908269,2.524644,12.665663,2.524644,2.000000,2.019715
t827,5.060241,2.530120,4.915663,2.530120,12.674699,2.530120,2.000000,2.024096
t828,5.071194,2.535597,4.923056,2.535597,12.683735,2.535597,2.000000,2.028478
t829,5.082147,2.541073,4.930449,2.541073,12.692771,2.541073,2.000000,2.032859
t830,5.093100,2.546550,4.937842,2.546550,12.701807,2.546550,2.000000,2.037240
t831,5.104053,2.552026,4.945235,2.552026,12.710843,2.552026,2.000000,2.041621
t832,5.115005,2.557503,4.952629,2.557503,12.719880,2.557503,2.000000,2.046002
t833,5.125958,2.562979,4.960022,2.562979,12.728916,2.562979,2.000000,2.050383
t834,5.136911,2.568456,4.967415,2.568456,12.737952,2.568456,2.000000,2.054765
t835,5.147864,2.573932,4.974808,2.573932,12.746988,2.573932,2.000000,2.059146
t836,5.158817,2.579409,4.982202,2.579409,12.756024,2.579409,2.000000,2.063527
t837,5.169770,2.584885,4.989595,2.584885,12.765060,2.584885,2.000000,2.067908
t838,5.180723,2.590361,4.996988,2.590361,12.774096,2.590361,2.000000,2.072289
t839,5.191676,2.595838,5.004381,2.595838,12.783133,2.595838,2.000000,2.076670
t840,5.202629,2.601314,5.011774,2.601314,12.792169,2.601314,2.000000,2.081051
t841,5.213582,2.606791,5.019168,2.606791,12.801205,2.606791,2.000000,2.085433
t842,5.224535,2.612267,5.026561,2.612267,12.810241,2.612267,2.000000,2.089814
t843,5.235487,2.617744,5.033954,2.617744,12.819277,2.617744,2.000000,2.094195
t844,5.246440,2.623220,5.041347,2.623220,12.828313,2.623220,2.000000,2.098576
t845,5.257393,2.628697,5.048740,2.628697,12.837349,2.628697,2.000000,2.102957
t846,5.268346,2.634173,5.056134,2.634173,12.846386,2.634173,2.000000,2.107338
t847,5.279299,2.639650,5.063527,2.639650,12.855422,2.639650,2.000000,2.111720
t848,5.290252,2.645126,5.070920,2.645126,12.864458,2.645126,2.000000,2.116101
t849,5.301205,2.650602,5.078313,2.650602,12.873494,2.650602,2.000000,2.120482
t850,5.312158,2.656079,5.085706,2.656079,12.882530,2.656079,2.000000,2.124863
t851,5.323111,2.661555,5.093100,2.661555,12.891566,2.661555,2.000000,2.129244
t852,5.334064,2.667032,5.100493,2.667032,12.900602,2.667032,2.000000,2.133625
t853,5.345016,2.672508,5.107886,2.672508,12.909639,2.672508,2.000000,2.138007
t854,5.355969,2.677985,5.115279,2.677985,12.918675,2.677985,2.000000,2.142388
t855,5.366922,2.683461,5.122673,2.683461,12.927711,2.683461,2.000000,2.146769
t856,5.377875,2.688938,5.130066,2.688938,12.936747,2.688938,2.000000,2.151150
t857,5.388828,2.694414,5.137459,2.694414,12.945783,2.694414,2.000000,2.155531
t858,5.399781,2.699890,5.144852,2.699890,12.954819,2.699890,2.000000,2.159912
t859,5.410734,2.705367,5.152245,2.705367,12.963855,2.705367,2.000000,2.164294
t860,5.421687,2.710843,5.159639,2.710843,12.972892,2.710843,2.000000,2.168675
t861,5.432640,2.716320,5.167032,2.716320,12.981928,2.716320,2.000000,2.173056
t862,5.443593,2.721796,5.174425,2.721796,12.990964,2.721796,2.000000,2.177437
t863,5.454545,2.727273,5.181818,2.727273,13.000000,2.727273,2.000000,2.181818
t864,5.465498,2.732749,5.189211,2.732749,13.009036,2.732749,2.000000,2.186199
t865,5.476451,2.738226,5.196605,2.738226,13.018072,2.738226,2.000000,2.190581
t866,5.487404,2.743702,5.203998,2.743702,13.027108,2.743702,2.000000,2.194962
t867,5.498357,2.749179,5.211391,2.749179,13.036145,2.749179,2.000000,2.199343
t868,5.509310,2.754655,5.218784,2.754655,13.045181,2.754655,2.000000,2.203724
t869,5.520263,2.760131,5.226177,2.760131,13.054217,2.760131,2.000000,2.208105
t870,5.531216,2.765608,5.233571,2.765608,13.063253,2.765608,2.000000,2.212486
t871,5.542169,2.771084,5.240964,2.771084,13.072289,2.771084,2.000000,2.216867
t872,5.553122,2.776561,5.248357,2.776561,13.081325,2.776561,2.000000,2.221249
t873,5.564074,2.782037,5.255750,2.782037,13.090361,2.782037,2.000000,2.225630
t874,5.575027,2.787514,5.263143,2.787514,13.099398,2.787514,2.000000,2.230011
t875,5.585980,2.792990,5.270537,2.792990,13.108434,2.792990,2.000000,2.234392
t876,5.596933,2.798467,5.277930,2.798467,13.117470,2.798467,2.000000,2.238773
t877,5.607886,2.803943,5.285323,2.803943,13.126506,2.803943,2.000000,2.243154
t878,5.618839,2.809419,5.292716,2.809419,13.135542,2.809419,2.000000,2.247536
t879,5.629792,2.814896,5.300110,2.814896,13.144578,2.814896,2.000000,2.251917
t880,5.640745,2.820372,5.307503,2.820372,13.153614,2.820372,2.000000,2.256298
t881,5.651698,2.825849,5.314896,2.825849,13.162651,2.825849,2.000000,2.260679
t882,5.662651,2.831325,5.322289,2.831325,13.171687,2.831325,2.000000,2.265060
t883,5.673604,2.836802,5.329682,2.836802,13.180723,2.836802,2.000000,2.269441
t884,5.684556,2.842278,5.337076,2.842278,13.189759,2.842278,2.000000,2.273823
t885,5.695509,2.847755,5.344469,2.847755,13.198795,2.847755,2.000000,2.278204
t886,5.706462,2.853231,5.351862,2.853231,13.207831,2.853231,2.000000,2.282585
t887,5.717415,2.858708,5.359255,2.858708,13.216867,2.858708,2.000000,2.286966
t888,5.728368,2.864184,5.366648,2.864184,13.225904,2.864184,2.000000,2.291347
t889,5.739321,2.869660,5.374042,2.869660,13.234940,2.869660,2.000000,2.295728
t890,5.750274,2.875137,5.381435,2.875137,13.243976,2.875137,2.000000,2.300110
t891,5.761227,2.880613,5.388828,2.880613,13.253012,2.880613,2.000000,2.304491
t892,5.772180,2.886090,5.396221,2.886090,13.262048,2.886090,2.000000,2.308872
t893,5.783133,2.891566,5.403614,2.891566,13.271084,2.891566,2.000000,2.313253
t894,5.794085,2.897043,5.411008,2.897043,13.280120,2.897043,2.000000,2.317634
t895,5.805038,2.902519,5.418401,2.902519,13.289157,2.902519,2.000000,2.322015
t896,5.815991,2.907996,5.425794,2.907996,13.298193,2.907996,2.000000,2.326396
t897,5.826944,2.913472,5.433187,2.913472,13.307229,2.913472,2.000000,2.330778
t898,5.837897,2.918949,5.440581,2.918949,13.316265,2.918949,2.000000,2.335159
t899,5.848850,2.924425,5.447974,2.924425,13.325301,2.924425,2.000000,2.339540
t900,5.859803,2.929901,5.455367,2.929901,13.334337,2.929901,2.000000,2.343921
t901,5.870756,2.935378,5.462760,2.935378,13.343373,2.935378,2.000000,2.348302
t902,5.881709,2.940854,5.470153,2.940854,13.352410,2.940854,2.000000,2.352683
t903,5.892662,2.946331,5.477547,2.946331,13.361446,2.946331,2.000000,2.357065
t904,5.903614,2.951807,5.484940,2.951807,13.370482,2.951807,2.000000,2.361446
t905,5.914567,2.957284,5.492333,2.957284,13.379518,2.957284,2.000000,2.365827
t906,5.925520,2.962760,5.499726,2.962760,13.388554,2.962760,2.000000,2.370208
t907,5.936473,2.968237,5.507119,2.968237,13.397590,2.968237,2.000000,2.374589
t908,5.947426,2.973713,5.514513,2.973713,13.406627,2.973713,2.000000,2.378970
t909,5.958379,2.979189,5.521906,2.979189,13.415663,2.979189,2.000000,2.383352
t910,5.969332,2.984666,5.529299,2.984666,13.424699,2.984666,2.000000,2.387733
t911,5.980285,2.990142,5.536692,2.990142,13.433735,2.990142,2.000000,2.392114
t912,5.991238,2.995619,5.544085,2.995619,13.442771,2.995619,2.000000,2.396495
t913,6.002191,3.001095,5.551479,3.001095,13.451807,3.001095,2.000000,2.400876
t914,6.013143,3.006572,5.558872,3.006572,13.460843,3.006572,2.000000,2.405257
t915,6.024096,3.012048,5.566265,3.012048,13.469880,3.012048,2.000000,2.409639
t916,6.035049,3.017525,5.573658,3.017525,13.478916,3.017525,2.000000,2.414020
t917,6.046002,3.023001,5.581051,3.023001,13.487952,3.023001,2.000000,2.418401
t918,6.056955,3.028478,5.588445,3.028478,13.496988,3.028478,2.000000,2.422782
t919,6.067908,3.033954,5.595838,3.033954,13.506024,3.033954,2.000000,2.427163
t920,6.078861,3.039430,5.603231,3.039430,13.515060,3.039430,2.000000,2.431544
t921,6.089814,3.044907,5.610624,3.044907,13.524096,3.044907,2.000000,2.435926
t922,6.100767,3.050383,5.618018,3.050383,13.533133,3.050383,2.000000,2.440307
t923,6.111720,3.055860,5.625411,3.055860,13.542169,3.055860,2.000000,2.444688
t924,6.122673,3.061336,5.632804,3.061336,13.551205,3.061336,2.000000,2.449069
t925,6.133625,3.066813,5.640197,3.066813,13.560241,3.066813,2.000000,2.453450
