DATA,,,,,,,,
key,data,,,,,,,
token_name,Oxygen,,,,,,,
token_symbol,OXY,,,,,,,
start_date,01/12/2021,,,,,,,
start_tokens,10000000000,,,,,,,
emission_schedule,1D,,,,,,,
emission_type,linear_unlock,,,,,,,
emission_incentive,,,,,,,,
DISTRIBUTION,,,,,,,,
entity,Community Fund,Team,Serum Ecosystem Incentives,Maps Ecosystem Incentives,Product and Tech Growth,Private Sale,IEO,Partners
type,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage
group,ecosystem,team_advisors,ecosystem,ecosystem,team_advisors,investors,public,team_advisors
emission,unlock,unlock,unlock,unlock,unlock,unlock,unlock,unlock
allocation,20,10,15,10,25,10,2,8.00
t292,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t293,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t294,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t295,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t296,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t297,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t298,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t299,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t300,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t301,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t302,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t303,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t304,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t305,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t306,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t307,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t308,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t309,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t310,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t311,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t312,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t313,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t314,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t315,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t316,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t317,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t318,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t319,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t320,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t321,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t322,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t323,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t324,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t325,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t326,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t327,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t328,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t329,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t330,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t331,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t332,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t333,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t334,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t335,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t336,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t337,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t338,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t339,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t340,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t341,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t342,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t343,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t344,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t345,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t346,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t347,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t348,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t349,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t350,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t351,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t352,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t353,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t354,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t355,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t356,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t357,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t358,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t359,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t360,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t361,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t362,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t363,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t364,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t365,0.000000,0.000000,1.500000,0.000000,8.500000,0.000000,2.000000,0.000000
t366,0.010953,0.005476,1.507393,0.005476,8.509036,0.005476,2.000000,0.004381
t367,0.021906,0.010953,1.514786,0.010953,8.518072,0.010953,2.000000,0.008762
t368,0.032859,0.016429,1.522180,0.016429,8.527108,0.016429,2.000000,0.013143
t369,0.043812,0.021906,1.529573,0.021906,8.536145,0.021906,2.000000,0.017525
t370,0.054765,0.027382,1.536966,0.027382,8.545181,0.027382,2.000000,0.021906
t371,0.065717,0.032859,1.544359,0.032859,8.554217,0.032859,2.000000,0.026287
t372,0.076670,0.038335,1.551752,0.038335,8.563253,0.038335,2.000000,0.030668
t373,0.087623,0.043812,1.559146,0.043812,8.572289,0.043812,2.000000,0.035049
t374,0.098576,0.049288,1.566539,0.049288,8.581325,0.049288,2.000000,0.039430
t375,0.109529,0.054765,1.573932,0.054765,8.590361,0.054765,2.000000,0.043812
t376,0.120482,0.060241,1.581325,0.060241,8.599398,0.060241,2.000000,0.048193
t377,0.131435,0.065717,1.588719,0.065717,8.608434,0.065717,2.000000,0.052574
t378,0.142388,0.071194,1.596112,0.071194,8.617470,0.071194,2.000000,0.056955
t379,0.153341,0.076670,1.603505,0.076670,8.626506,0.076670,2.000000,0.061336
t380,0.164294,0.082147,1.610898,0.082147,8.635542,0.082147,2.000000,0.065717
t381,0.175246,0.087623,1.618291,0.087623,8.644578,0.087623,2.000000,0.070099
t382,0.186199,0.093100,1.625685,0.093100,8.653614,0.093100,2.000000,0.074480
t383,0.197152,0.098576,1.633078,0.098576,8.662651,0.098576,2.000000,0.078861
t384,0.208105,0.104053,1.640471,0.104053,8.671687,0.104053,2.000000,0.083242
t385,0.219058,0.109529,1.647864,0.109529,8.680723,0.109529,2.000000,0.087623
t386,0.230011,0.115005,1.655257,0.115005,8.689759,0.115005,2.000000,0.092004
t387,0.240964,0.120482,1.662651,0.120482,8.698795,0.120482,2.000000,0.096386
t388,0.251917,0.125958,1.670044,0.125958,8.707831,0.125958,2.000000,0.100767
t389,0.262870,0.131435,1.677437,0.131435,8.716867,0.131435,2.000000,0.105148
t390,0.273823,0.136911,1.684830,0.136911,8.725904,0.136911,2.000000,0.109529
t391,0.284775,0.142388,1.692223,0.142388,8.734940,0.142388,2.000000,0.113910
t392,0.295728,0.147864,1.699617,0.147864,8.743976,0.147864,2.000000,0.118291
t393,0.306681,0.153341,1.707010,0.153341,8.753012,0.153341,2.000000,0.122673
t394,0.317634,0.158817,1.714403,0.158817,8.762048,0.158817,2.000000,0.127054
t395,0.328587,0.164294,1.721796,0.164294,8.771084,0.164294,2.000000,0.131435
t396,0.339540,0.169770,1.729189,0.169770,8.780120,0.169770,2.000000,0.135816
t397,0.350493,0.175246,1.736583,0.175246,8.789157,0.175246,2.000000,0.140197
t398,0.361446,0.180723,1.743976,0.180723,8.798193,0.180723,2.000000,0.144578
t399,0.372399,0.186199,1.751369,0.186199,8.807229,0.186199,2.000000,0.148959
t400,0.383352,0.191676,1.758762,0.191676,8.816265,0.191676,2.000000,0.153341
t401,0.394304,0.197152,1.766156,0.197152,8.825301,0.197152,2.000000,0.157722
t402,0.405257,0.202629,1.773549,0.202629,8.834337,0.202629,2.000000,0.162103
t403,0.416210,0.208105,1.780942,0.208105,8.843373,0.208105,2.000000,0.166484
t404,0.427163,0.213582,1.788335,0.213582,8.852410,0.213582,2.000000,0.170865
t405,0.438116,0.219058,1.795728,0.219058,8.861446,0.219058,2.000000,0.175246
t406,0.449069,0.224535,1.803122,0.224535,8.870482,0.224535,2.000000,0.179628
t407,0.460022,0.230011,1.810515,0.230011,8.879518,0.230011,2.000000,0.184009
t408,0.470975,0.235487,1.817908,0.235487,8.888554,0.235487,2.000000,0.188390
t409,0.481928,0.240964,1.825301,0.240964,8.897590,0.240964,2.000000,0.192771
t410,0.492881,0.246440,1.832694,0.246440,8.906627,0.246440,2.000000,0.197152
t411,0.503834,0.251917,1.840088,0.251917,8.915663,0.251917,2.000000,0.201533
t412,0.514786,0.257393,1.847481,0.257393,8.924699,0.257393,2.000000,0.205915
t413,0.525739,0.262870,1.854874,0.262870,8.933735,0.262870,2.000000,0.210296
t414,0.536692,0.268346,1.862267,0.268346,8.942771,0.268346,2.000000,0.214677
t415,0.547645,0.273823,1.869660,0.273823,8.951807,0.273823,2.000000,0.219058
t416,0.558598,0.279299,1.877054,0.279299,8.960843,0.279299,2.000000,0.223439
t417,0.569551,0.284775,1.884447,0.284775,8.969880,0.284775,2.000000,0.227820
t418,0.580504,0.290252,1.891840,0.290252,8.978916,0.290252,2.000000,0.232202
t419,0.591457,0.295728,1.899233,0.295728,8.987952,0.295728,2.000000,0.236583
t420,0.602410,0.301205,1.906627,0.301205,8.996988,0.301205,2.000000,0.240964
t421,0.613363,0.306681,1.914020,0.306681,9.006024,0.306681,2.000000,0.245345
t422,0.624315,0.312158,1.921413,0.312158,9.015060,0.312158,2.000000,0.249726
t423,0.635268,0.317634,1.928806,0.317634,9.024096,0.317634,2.000000,0.254107
t424,0.646221,0.323111,1.936199,0.323111,9.033133,0.323111,2.000000,0.258488
t425,0.657174,0.328587,1.943593,0.328587,9.042169,0.328587,2.000000,0.262870
t426,0.668127,0.334064,1.950986,0.334064,9.051205,0.334064,2.000000,0.267251
t427,0.679080,0.339540,1.958379,0.339540,9.060241,0.339540,2.000000,0.271632
t428,0.690033,0.345016,1.965772,0.345016,9.069277,0.345016,2.000000,0.276013
t429,0.700986,0.350493,1.973165,0.350493,9.078313,0.350493,2.000000,0.280394
t430,0.711939,0.355969,1.980559,0.355969,9.087349,0.355969,2.000000,0.284775
t431,0.722892,0.361446,1.987952,0.361446,9.096386,0.361446,2.000000,0.289157
t432,0.733844,0.366922,1.995345,0.366922,9.105422,0.366922,2.000000,0.293538
t433,0.744797,0.372399,2.002738,0.372399,9.114458,0.372399,2.000000,0.297919
t434,0.755750,0.377875,2.010131,0.377875,9.123494,0.377875,2.000000,0.302300
t435,0.766703,0.383352,2.017525,0.383352,9.132530,0.383352,2.000000,0.306681
t436,0.777656,0.388828,2.024918,0.388828,9.141566,0.388828,2.000000,0.311062
t437,0.788609,0.394304,2.032311,0.394304,9.150602,0.394304,2.000000,0.315444
t438,0.799562,0.399781,2.039704,0.399781,9.159639,0.399781,2.000000,0.319825
t439,0.810515,0.405257,2.047097,0.405257,9.168675,0.405257,2.000000,0.324206
t440,0.821468,0.410734,2.054491,0.410734,9.177711,0.410734,2.000000,0.328587
t441,0.832421,0.416210,2.061884,0.416210,9.186747,0.416210,2.000000,0.332968
t442,0.843373,0.421687,2.069277,0.421687,9.195783,0.421687,2.000000,0.337349
t443,0.854326,0.427163,2.076670,0.427163,9.204819,0.427163,2.000000,0.341731
t444,0.865279,0.432640,2.084064,0.432640,9.213855,0.432640,2.000000,0.346112
t445,0.876232,0.438116,2.091457,0.438116,9.222892,0.438116,2.000000,0.350493
t446,0.887185,0.443593,2.098850,0.443593,9.231928,0.443593,2.000000,0.354874
t447,0.898138,0.449069,2.106243,0.449069,9.240964,0.449069,2.000000,0.359255
t448,0.909091,0.454545,2.113636,0.454545,9.250000,0.454545,2.000000,0.363636
t449,0.920044,0.460022,2.121030,0.460022,9.259036,0.460022,2.000000,0.368018
t450,0.930997,0.465498,2.128423,0.465498,9.268072,0.465498,2.000000,0.372399
t451,0.941950,0.470975,2.135816,0.470975,9.277108,0.470975,2.000000,0.376780
t452,0.952903,0.476451,2.143209,0.476451,9.286145,0.476451,2.000000,0.381161
t453,0.963855,0.481928,2.150602,0.481928,9.295181,0.481928,2.000000,0.385542
t454,0.974808,0.487404,2.157996,0.487404,9.304217,0.487404,2.000000,0.389923
t455,0.985761,0.492881,2.165389,0.492881,9.313253,0.492881,2.000000,0.394304
t456,0.996714,0.498357,2.172782,0.498357,9.322289,0.498357,2.000000,0.398686
t457,1.007667,0.503834,2.180175,0.503834,9.331325,0.503834,2.000000,0.403067
t458,1.018620,0.509310,2.187568,0.509310,9.340361,0.509310,2.000000,0.407448
t459,1.029573,0.514786,2.194962,0.514786,9.349398,0.514786,2.000000,0.411829
t460,1.040526,0.520263,2.202355,0.520263,9.358434,0.520263,2.000000,0.416210
t461,1.051479,0.525739,2.209748,0.525739,9.367470,0.525739,2.000000,0.420591
t462,1.062432,0.531216,2.217141,0.531216,9.376506,0.531216,2.000000,0.424973
t463,1.073384,0.536692,2.224535,0.536692,9.385542,0.536692,2.000000,0.429354
t464,1.084337,0.542169,2.231928,0.542169,9.394578,0.542169,2.000000,0.433735
t465,1.095290,0.547645,2.239321,0.547645,9.403614,0.547645,2.000000,0.438116
t466,1.106243,0.553122,2.246714,0.553122,9.412651,0.553122,2.000000,0.442497
t467,1.117196,0.558598,2.254107,0.558598,9.421687,0.558598,2.000000,0.446878
t468,1.128149,0.564074,2.261501,0.564074,9.430723,0.564074,2.000000,0.451260
t469,1.139102,0.569551,2.268894,0.569551,9.439759,0.569551,2.000000,0.455641
t470,1.150055,0.575027,2.276287,0.575027,9.448795,0.575027,2.000000,0.460022
t471,1.161008,0.580504,2.283680,0.580504,9.457831,0.580504,2.000000,0.464403
t472,1.171961,0.585980,2.291073,0.585980,9.466867,0.585980,2.000000,0.468784
t473,1.182913,0.591457,2.298467,0.591457,9.475904,0.591457,2.000000,0.473165
t474,1.193866,0.596933,2.305860,0.596933,9.484940,0.596933,2.000000,0.477547
t475,1.204819,0.602410,2.313253,0.602410,9.493976,0.602410,2.000000,0.481928
t476,1.215772,0.607886,2.320646,0.607886,9.503012,0.607886,2.000000,0.486309
t477,1.226725,0.613363,2.328039,0.613363,9.512048,0.613363,2.000000,0.490690
t478,1.237678,0.618839,2.335433,0.618839,9.521084,0.618839,2.000000,0.495071
t479,1.248631,0.624315,2.342826,0.624315,9.530120,0.624315,2.000000,0.499452
t480,1.259584,0.629792,2.350219,0.629792,9.539157,0.629792,2.000000,0.503834
t481,1.270537,0.635268,2.357612,0.635268,9.548193,0.635268,2.000000,0.508215
t482,1.281490,0.640745,2.365005,0.640745,9.557229,0.640745,2.000000,0.512596
t483,1.292442,0.646221,2.372399,0.646221,9.566265,0.646221,2.000000,0.516977
t484,1.303395,0.651698,2.379792,0.651698,9.575301,0.651698,2.000000,0.521358
t485,1.314348,0.657174,2.387185,0.657174,9.584337,0.657174,2.000000,0.525739
t486,1.325301,0.662651,2.394578,0.662651,9.593373,0.662651,2.000000,0.530120
t487,1.336254,0.668127,2.401972,0.668127,9.602410,0.668127,2.000000,0.534502
t488,1.347207,0.673604,2.409365,0.673604,9.611446,0.673604,2.000000,0.538883
t489,1.358160,0.679080,2.416758,0.679080,9.620482,0.679080,2.000000,0.543264
t490,1.369113,0.684556,2.424151,0.684556,9.629518,0.684556,2.000000,0.547645
t491,1.380066,0.690033,2.431544,0.690033,9.638554,0.690033,2.000000,0.552026
t492,1.391019,0.695509,2.438938,0.695509,9.647590,0.695509,2.000000,0.556407
t493,1.401972,0.700986,2.446331,0.700986,9.656627,0.700986,2.000000,0.560789
t494,1.412924,0.706462,2.453724,0.706462,9.665663,0.706462,2.000000,0.565170
t495,1.423877,0.711939,2.461117,0.711939,9.674699,0.711939,2.000000,0.569551
t496,1.434830,0.717415,2.468510,0.717415,9.683735,0.717415,2.000000,0.573932
t497,1.445783,0.722892,2.475904,0.722892,9.692771,0.722892,2.000000,0.578313
t498,1.456736,0.728368,2.483297,0.728368,9.701807,0.728368,2.000000,0.582694
t499,1.467689,0.733844,2.490690,0.733844,9.710843,0.733844,2.000000,0.587076
t500,1.478642,0.739321,2.498083,0.739321,9.719880,0.739321,2.000000,0.591457
t501,1.489595,0.744797,2.505476,0.744797,9.728916,0.744797,2.000000,0.595838
t502,1.500548,0.750274,2.512870,0.750274,9.737952,0.750274,2.000000,0.600219
t503,1.511501,0.755750,2.520263,0.755750,9.746988,0.755750,2.000000,0.604600
t504,1.522453,0.761227,2.527656,0.761227,9.756024,0.761227,2.000000,0.608981
t505,1.533406,0.766703,2.535049,0.766703,9.765060,0.766703,2.000000,0.613363
t506,1.544359,0.772180,2.542442,0.772180,9.774096,0.772180,2.000000,0.617744
t507,1.555312,0.777656,2.549836,0.777656,9.783133,0.777656,2.000000,0.622125
t508,1.566265,0.783133,2.557229,0.783133,9.792169,0.783133,2.000000,0.626506
t509,1.577218,0.788609,2.564622,0.788609,9.801205,0.788609,2.000000,0.630887
t510,1.588171,0.794085,2.572015,0.794085,9.810241,0.794085,2.000000,0.635268
t511,1.599124,0.799562,2.579409,0.799562,9.819277,0.799562,2.000000,0.639650
t512,1.610077,0.805038,2.586802,0.805038,9.828313,0.805038,2.000000,0.644031
t513,1.621030,0.810515,2.594195,0.810515,9.837349,0.810515,2.000000,0.648412
t514,1.631982,0.815991,2.601588,0.815991,9.846386,0.815991,2.000000,0.652793
t515,1.642935,0.821468,2.608981,0.821468,9.855422,0.821468,2.000000,0.657174
t516,1.653888,0.826944,2.616375,0.826944,9.864458,0.826944,2.000000,0.661555
t517,1.664841,0.832421,2.623768,0.832421,9.873494,0.832421,2.000000,0.665936
t518,1.675794,0.837897,2.631161,0.837897,9.882530,0.837897,2.000000,0.670318
t519,1.686747,0.843373,2.638554,0.843373,9.891566,0.843373,2.000000,0.674699
t520,1.697700,0.848850,2.645947,0.848850,9.900602,0.848850,2.000000,0.679080
t521,1.708653,0.854326,2.653341,0.854326,9.909639,0.854326,2.000000,0.683461
t522,1.719606,0.859803,2.660734,0.859803,9.918675,0.859803,2.000000,0.687842
t523,1.730559,0.865279,2.668127,0.865279,9.927711,0.865279,2.000000,0.692223
t524,1.741512,0.870756,2.675520,0.870756,9.936747,0.870756,2.000000,0.696605
t525,1.752464,0.876232,2.682913,0.876232,9.945783,0.876232,2.000000,0.700986
t526,1.763417,0.881709,2.690307,0.881709,9.954819,0.881709,2.000000,0.705367
t527,1.774370,0.887185,2.697700,0.887185,9.963855,0.887185,2.000000,0.709748
t528,1.785323,0.892662,2.705093,0.892662,9.972892,0.892662,2.000000,0.714129
t529,1.796276,0.898138,2.712486,0.898138,9.981928,0.898138,2.000000,0.718510
t530,1.807229,0.903614,2.719880,0.903614,9.990964,0.903614,2.000000,0.722892
t531,1.818182,0.909091,2.727273,0.909091,10.000000,0.909091,2.000000,0.727273
t532,1.829135,0.914567,2.734666,0.914567,10.009036,0.914567,2.000000,0.731654
t533,1.840088,0.920044,2.742059,0.920044,10.018072,0.920044,2.000000,0.736035
t534,1.851041,0.925520,2.749452,0.925520,10.027108,0.925520,2.000000,0.740416
t535,1.861993,0.930997,2.756846,0.930997,10.036145,0.930997,2.000000,0.744797
t536,1.872946,0.936473,2.764239,0.936473,10.045181,0.936473,2.000000,0.749179
t537,1.883899,0.941950,2.771632,0.941950,10.054217,0.941950,2.000000,0.753560
t538,1.894852,0.947426,2.779025,0.947426,10.063253,0.947426,2.000000,0.757941
t539,1.905805,0.952903,2.786418,0.952903,10.072289,0.952903,2.000000,0.762322
t540,1.916758,0.958379,2.793812,0.958379,10.081325,0.958379,2.000000,0.766703
t541,1.927711,0.963855,2.801205,0.963855,10.090361,0.963855,2.000000,0.771084
t542,1.938664,0.969332,2.808598,0.969332,10.099398,0.969332,2.000000,0.775465
t543,1.949617,0.974808,2.815991,0.974808,10.108434,0.974808,2.000000,0.779847
t544,1.960570,0.980285,2.823384,0.980285,10.117470,0.980285,2.000000,0.784228
t545,1.971522,0.985761,2.830778,0.985761,10.126506,0.985761,2.000000,0.788609
t546,1.982475,0.991238,2.838171,0.991238,10.135542,0.991238,2.000000,0.792990
t547,1.993428,0.996714,2.845564,0.996714,10.144578,0.996714,2.000000,0.797371
t548,2.004381,1.002191,2.852957,1.002191,10.153614,1.002191,2.000000,0.801752
t549,2.015334,1.007667,2.860350,1.007667,10.162651,1.007667,2.000000,0.806134
t550,2.026287,1.013143,2.867744,1.013143,10.171687,1.013143,2.000000,0.810515
t551,2.037240,1.018620,2.875137,1.018620,10.180723,1.018620,2.000000,0.814896
t552,2.048193,1.024096,2.882530,1.024096,10.189759,1.024096,2.000000,0.819277
t553,2.059146,1.029573,2.889923,1.029573,10.198795,1.029573,2.000000,0.823658
t554,2.070099,1.035049,2.897317,1.035049,10.207831,1.035049,2.000000,0.828039
t555,2.081051,1.040526,2.904710,1.040526,10.216867,1.040526,2.000000,0.832421
t556,2.092004,1.046002,2.912103,1.046002,10.225904,1.046002,2.000000,0.836802
t557,2.102957,1.051479,2.919496,1.051479,10.234940,1.051479,2.000000,0.841183
t558,2.113910,1.056955,2.926889,1.056955,10.243976,1.056955,2.000000,0.845564
t559,2.124863,1.062432,2.934283,1.062432,10.253012,1.062432,2.000000,0.849945
t560,2.135816,1.067908,2.941676,1.067908,10.262048,1.067908,2.000000,0.854326
t561,2.146769,1.073384,2.949069,1.073384,10.271084,1.073384,2.000000,0.858708
t562,2.157722,1.078861,2.956462,1.078861,10.280120,1.078861,2.000000,0.863089
t563,2.168675,1.084337,2.963855,1.084337,10.289157,1.084337,2.000000,0.867470
t564,2.179628,1.089814,2.971249,1.089814,10.298193,1.089814,2.000000,0.871851
t565,2.190581,1.095290,2.978642,1.095290,10.307229,1.095290,2.000000,0.876232
t566,2.201533,1.100767,2.986035,1.100767,10.316265,1.100767,2.000000,0.880613
t567,2.212486,1.106243,2.993428,1.106243,10.325301,1.106243,2.000000,0.884995
t568,2.223439,1.111720,3.000821,1.111720,10.334337,1.111720,2.000000,0.889376
t569,2.234392,1.117196,3.008215,1.117196,10.343373,1.117196,2.000000,0.893757
t570,2.245345,1.122673,3.015608,1.122673,10.352410,1.122673,2.000000,0.898138
t571,2.256298,1.128149,3.023001,1.128149,10.361446,1.128149,2.000000,0.902519
t572,2.267251,1.133625,3.030394,1.133625,10.370482,1.133625,2.000000,0.906900
t573,2.278204,1.139102,3.037788,1.139102,10.379518,1.139102,2.000000,0.911281
t574,2.289157,1.144578,3.045181,1.144578,10.388554,1.144578,2.000000,0.915663
t575,2.300110,1.150055,3.052574,1.150055,10.397590,1.150055,2.000000,0.920044
t576,2.311062,1.155531,3.059967,1.155531,10.406627,1.155531,2.000000,0.924425
t577,2.322015,1.161008,3.067360,1.161008,10.415663,1.161008,2.000000,0.928806
t578,2.332968,1.166484,3.074754,1.166484,10.424699,1.166484,2.000000,0.933187
t579,2.343921,1.171961,3.082147,1.171961,10.433735,1.171961,2.000000,0.937568
t580,2.354874,1.177437,3.089540,1.177437,10.442771,1.177437,2.000000,0.941950
t581,2.365827,1.182913,3.096933,1.182913,10.451807,1.182913,2.000000,0.946331
t582,2.376780,1.188390,3.104326,1.188390,10.460843,1.188390,2.000000,0.950712
t583,2.387733,1.193866,3.111720,1.193866,10.469880,1.193866,2.000000,0.955093
t584,2.398686,1.199343,3.119113,1.199343,10.478916,1.199343,2.000000,0.959474
t585,2.409639,1.204819,3.126506,1.204819,10.487952,1.204819,2.000000,0.963855
t586,2.420591,1.210296,3.133899,1.210296,10.496988,1.210296,2.000000,0.968237
t587,2.431544,1.215772,3.141292,1.215772,10.506024,1.215772,2.000000,0.972618
t588,2.442497,1.221249,3.148686,1.221249,10.515060,1.221249,2.000000,0.976999
t589,2.453450,1.226725,3.156079,1.226725,10.524096,1.226725,2.000000,0.981380
t590,2.464403,1.232202,3.163472,1.232202,10.533133,1.232202,2.000000,0.985761
t591,2.475356,1.237678,3.170865,1.237678,10.542169,1.237678,2.000000,0.990142
t592,2.486309,1.243154,3.178258,1.243154,10.551205,1.243154,2.000000,0.994524
t593,2.497262,1.248631,3.185652,1.248631,10.560241,1.248631,2.000000,0.998905
t594,2.508215,1.254107,3.193045,1.254107,10.569277,1.254107,2.000000,1.003286
t595,2.519168,1.259584,3.200438,1.259584,10.578313,1.259584,2.000000,1.007667
t596,2.530120,1.265060,3.207831,1.265060,10.587349,1.265060,2.000000,1.012048
t597,2.541073,1.270537,3.215225,1.270537,10.596386,1.270537,2.000000,1.016429
t598,2.552026,1.276013,3.222618,1.276013,10.605422,1.276013,2.000000,1.020811
t599,2.562979,1.281490,3.230011,1.281490,10.614458,1.281490,2.000000,1.025192
t600,2.573932,1.286966,3.237404,1.286966,10.623494,1.286966,2.000000,1.029573
t601,2.584885,1.292442,3.244797,1.292442,10.632530,1.292442,2.000000,1.033954
t602,2.595838,1.297919,3.252191,1.297919,10.641566,1.297919,2.000000,1.038335
t603,2.606791,1.303395,3.259584,1.303395,10.650602,1.303395,2.000000,1.042716
t604,2.617744,1.308872,3.266977,1.308872,10.659639,1.308872,2.000000,1.047097
t605,2.628697,1.314348,3.274370,1.314348,10.668675,1.314348,2.000000,1.051479
t606,2.639650,1.319825,3.281763,1.319825,10.677711,1.319825,2.000000,1.055860
t607,2.650602,1.325301,3.289157,1.325301,10.686747,1.325301,2.000000,1.060241
t608,2.661555,1.330778,3.296550,1.330778,10.695783,1.330778,2.000000,1.064622
