DATA,,,,
key,data,,,
token_name,Genopets,,,
token_symbol,GENE,,,
start_date,19/11/2021,,,
start_tokens,100000000,,,
emission_schedule,1D,,,
emission_type,linear_unlock,,,
emission_incentive,,,,
DISTRIBUTION,,,,
entity,private sale,public sale,team & advisors,community treasure and P2E
type,percentage,percentage,percentage,percentage
group,investors,public,team,community
emission,unlock,unlock,unlock,unlock
allocation,32.5,1.5,25,41
t590,20.034247,1.500000,5.132299,14.601314
t591,20.123288,1.500000,5.155109,14.622673
t592,20.212329,1.500000,5.177920,14.644031
t593,20.301370,1.500000,5.200730,14.665389
t594,20.390411,1.500000,5.223540,14.686747
t595,20.479452,1.500000,5.246350,14.708105
t596,20.568493,1.500000,5.269161,14.729463
t597,20.657534,1.500000,5.291971,14.750821
t598,20.746575,1.500000,5.314781,14.772180
t599,20.835616,1.500000,5.337591,14.793538
t600,20.924658,1.500000,5.360401,14.814896
t601,21.013699,1.500000,5.383212,14.836254
t602,21.102740,1.500000,5.406022,14.857612
t603,21.191781,1.500000,5.428832,14.878970
t604,21.280822,1.500000,5.451642,14.900329
t605,21.369863,1.500000,5.474453,14.921687
t606,21.458904,1.500000,5.497263,14.943045
t607,21.547945,1.500000,5.520073,14.964403
t608,21.636986,1.500000,5.542883,14.985761
t609,21.726027,1.500000,5.565693,15.007119
t610,21.815068,1.500000,5.588504,15.028478
t611,21.904110,1.500000,5.611314,15.049836
t612,21.993151,1.500000,5.634124,15.071194
t613,22.082192,1.500000,5.656934,15.092552
t614,22.171233,1.500000,5.679745,15.113910
t615,22.260274,1.500000,5.702555,15.135268
t616,22.349315,1.500000,5.725365,15.156627
t617,22.438356,1.500000,5.748175,15.177985
t618,22.527397,1.500000,5.770985,15.199343
t619,22.616438,1.500000,5.793796,15.220701
t620,22.705479,1.500000,5.816606,15.242059
t621,22.794521,1.500000,5.839416,15.263417
t622,22.883562,1.500000,5.862226,15.284775
t623,22.972603,1.500000,5.885036,15.306134
t624,23.061644,1.500000,5.907847,15.327492
t625,23.150685,1.500000,5.930657,15.348850
t626,23.239726,1.500000,5.953467,15.370208
t627,23.328767,1.500000,5.976277,15.391566
t628,23.417808,1.500000,5.999088,15.412924
t629,23.506849,1.500000,6.021898,15.434283
t630,23.595890,1.500000,6.044708,15.455641
t631,23.684932,1.500000,6.067518,15.476999
t632,23.773973,1.500000,6.090328,15.498357
t633,23.863014,1.500000,6.113139,15.519715
t634,23.952055,1.500000,6.135949,15.541073
t635,24.041096,1.500000,6.158759,15.562432
t636,24.130137,1.500000,6.181569,15.583790
t637,24.219178,1.500000,6.204380,15.605148
t638,24.308219,1.500000,6.227190,15.626506
t639,24.397260,1.500000,6.250000,15.647864
t640,24.486301,1.500000,6.272810,15.669222
t641,24.575342,1.500000,6.295620,15.690581
t642,24.664384,1.500000,6.318431,15.711939
t643,24.753425,1.500000,6.341241,15.733297
t644,24.842466,1.500000,6.364051,15.754655
t645,24.931507,1.500000,6.386861,15.776013
t646,25.020548,1.500000,6.409672,15.797371
t647,25.109589,1.500000,6.432482,15.818729
t648,25.198630,1.500000,6.455292,15.840088
t649,25.287671,1.500000,6.478102,15.861446
t650,25.376712,1.500000,6.500912,15.882804
t651,25.465753,1.500000,6.523723,15.904162
t652,25.554795,1.500000,6.546533,15.925520
t653,25.643836,1.500000,6.569343,15.946878
t654,25.732877,1.500000,6.592153,15.968237
t655,25.821918,1.500000,6.614964,15.989595
t656,25.910959,1.500000,6.637774,16.010953
t657,26.000000,1.500000,6.660584,16.032311
t658,26.089041,1.500000,6.683394,16.053669
t659,26.178082,1.500000,6.706204,16.075027
t660,26.267123,1.500000,6.729015,16.096386
t661,26.356164,1.500000,6.751825,16.117744
t662,26.445205,1.500000,6.774635,16.139102
t663,26.534247,1.500000,6.797445,16.160460
t664,26.623288,1.500000,6.820255,16.181818
t665,26.712329,1.500000,6.843066,16.203176
t666,26.801370,1.500000,6.865876,16.224535
t667,26.890411,1.500000,6.888686,16.245893
t668,26.979452,1.500000,6.911496,16.267251
t669,27.068493,1.500000,6.934307,16.288609
t670,27.157534,1.500000,6.957117,16.309967
t671,27.246575,1.500000,6.979927,16.331325
t672,27.335616,1.500000,7.002737,16.352683
t673,27.424658,1.500000,7.025547,16.374042
t674,27.513699,1.500000,7.048358,16.395400
t675,27.602740,1.500000,7.071168,16.416758
t676,27.691781,1.500000,7.093978,16.438116
t677,27.780822,1.500000,7.116788,16.459474
t678,27.869863,1.500000,7.139599,16.480832
t679,27.958904,1.500000,7.162409,16.502191
t680,28.047945,1.500000,7.185219,16.523549
t681,28.136986,1.500000,7.208029,16.544907
t682,28.226027,1.500000,7.230839,16.566265
t683,28.315068,1.500000,7.253650,16.587623
t684,28.404110,1.500000,7.276460,16.608981
t685,28.493151,1.500000,7.299270,16.630340
t686,28.582192,1.500000,7.322080,16.651698
t687,28.671233,1.500000,7.344891,16.673056
t688,28.760274,1.500000,7.367701,16.694414
t689,28.849315,1.500000,7.390511,16.715772
t690,28.938356,1.500000,7.413321,16.737130
t691,29.027397,1.500000,7.436131,16.758488
t692,29.116438,1.500000,7.458942,16.779847
t693,29.205479,1.500000,7.481752,16.801205
t694,29.294521,1.500000,7.504562,16.822563
t695,29.383562,1.500000,7.527372,16.843921
t696,29.472603,1.500000,7.550182,16.865279
t697,29.561644,1.500000,7.572993,16.886637
t698,29.650685,1.500000,7.595803,16.907996
t699,29.739726,1.500000,7.618613,16.929354
t700,29.828767,1.500000,7.641423,16.950712
t701,29.917808,1.500000,7.664234,16.972070
t702,30.006849,1.500000,7.687044,16.993428
t703,30.095890,1.500000,7.709854,17.014786
t704,30.184932,1.500000,7.732664,17.036145
t705,30.273973,1.500000,7.755474,17.057503
t706,30.363014,1.500000,7.778285,17.078861
t707,30.452055,1.500000,7.801095,17.100219
t708,30.541096,1.500000,7.823905,17.121577
t709,30.630137,1.500000,7.846715,17.142935
t710,30.719178,1.500000,7.869526,17.164294
t711,30.808219,1.500000,7.892336,17.185652
t712,30.897260,1.500000,7.915146,17.207010
t713,30.986301,1.500000,7.937956,17.228368
t714,31.075342,1.500000,7.960766,17.249726
t715,31.164384,1.500000,7.983577,17.271084
t716,31.253425,1.500000,8.006387,17.292442
t717,31.342466,1.500000,8.029197,17.313801
t718,31.431507,1.500000,8.052007,17.335159
t719,31.520548,1.500000,8.074818,17.356517
t720,31.609589,1.500000,8.097628,17.377875
t721,31.698630,1.500000,8.120438,17.399233
t722,31.787671,1.500000,8.143248,17.420591
t723,31.876712,1.500000,8.166058,17.441950
t724,31.965753,1.500000,8.188869,17.463308
t725,32.054795,1.500000,8.211679,17.484666
t726,32.143836,1.500000,8.234489,17.506024
t727,32.232877,1.500000,8.257299,17.527382
t728,32.321918,1.500000,8.280109,17.548740
t729,32.410959,1.500000,8.302920,17.570099
t730,32.500000,1.500000,8.325730,17.591457
t731,32.500000,1.500000,8.348540,17.612815
t732,32.500000,1.500000,8.371350,17.634173
t733,32.500000,1.500000,8.394161,17.655531
t734,32.500000,1.500000,8.416971,17.676889
t735,32.500000,1.500000,8.439781,17.698248
t736,32.500000,1.500000,8.462591,17.719606
t737,32.500000,1.500000,8.485401,17.740964
t738,32.500000,1.500000,8.508212,17.762322
t739,32.500000,1.500000,8.531022,17.783680
t740,32.500000,1.500000,8.553832,17.805038
t741,32.500000,1.500000,8.576642,17.826396
t742,32.500000,1.500000,8.599453,17.847755
t743,32.500000,1.500000,8.622263,17.869113
t744,32.500000,1.500000,8.645073,17.890471
t745,32.500000,1.500000,8.667883,17.911829
t746,32.500000,1.500000,8.690693,17.933187
t747,32.500000,1.500000,8.713504,17.954545
t748,32.500000,1.500000,8.736314,17.975904
t749,32.500000,1.500000,8.759124,17.997262
t750,32.500000,1.500000,8.781934,18.018620
t751,32.500000,1.500000,8.804745,18.039978
t752,32.500000,1.500000,8.827555,18.061336
t753,32.500000,1.500000,8.850365,18.082694
t754,32.500000,1.500000,8.873175,18.104053
t755,32.500000,1.500000,8.895985,18.125411
t756,32.500000,1.500000,8.918796,18.146769
t757,32.500000,1.500000,8.941606,18.168127
t758,32.500000,1.500000,8.964416,18.189485
t759,32.500000,1.500000,8.987226,18.210843
t760,32.500000,1.500000,9.010036,18.232202
t761,32.500000,1.500000,9.032847,18.253560
t762,32.500000,1.500000,9.055657,18.274918
t763,32.500000,1.500000,9.078467,18.296276
t764,32.500000,1.500000,9.101277,18.317634
t765,32.500000,1.500000,9.124088,18.338992
t766,32.500000,1.500000,9.146898,18.360350
t767,32.500000,1.500000,9.169708,18.381709
t768,32.500000,1.500000,9.192518,18.403067
t769,32.500000,1.500000,9.215328,18.424425
t770,32.500000,1.500000,9.238139,18.445783
t771,32.500000,1.500000,9.260949,18.467141
t772,32.500000,1.500000,9.283759,18.488499
t773,32.500000,1.500000,9.306569,18.509858
t774,32.500000,1.500000,9.329380,18.531216
t775,32.500000,1.500000,9.352190,18.552574
t776,32.500000,1.500000,9.375000,18.573932
t777,32.500000,1.500000,9.397810,18.595290
t778,32.500000,1.500000,9.420620,18.616648
t779,32.500000,1.500000,9.443431,18.638007
t780,32.500000,1.500000,9.466241,18.659365
t781,32.500000,1.500000,9.489051,18.680723
t782,32.500000,1.500000,9.511861,18.702081
t783,32.500000,1.500000,9.534672,18.723439
t784,32.500000,1.500000,9.557482,18.744797
t785,32.500000,1.500000,9.580292,18.766156
t786,32.500000,1.500000,9.603102,18.787514
t787,32.500000,1.500000,9.625912,18.808872
t788,32.500000,1.500000,9.648723,18.830230
t789,32.500000,1.500000,9.671533,18.851588
t790,32.500000,1.500000,9.694343,18.872946
t791,32.500000,1.500000,9.717153,18.894304
t792,32.500000,1.500000,9.739964,18.915663
t793,32.500000,1.500000,9.762774,18.937021
t794,32.500000,1.500000,9.785584,18.958379
t795,32.500000,1.500000,9.808394,18.979737
t796,32.500000,1.500000,9.831204,19.001095
t797,32.500000,1.500000,9.854015,19.022453
t798,32.500000,1.500000,9.876825,19.043812
t799,32.500000,1.500000,9.899635,19.065170
t800,32.500000,1.500000,9.922445,19.086528
t801,32.500000,1.500000,9.945255,19.107886
t802,32.500000,1.500000,9.968066,19.129244
t803,32.500000,1.500000,9.990876,19.150602
t804,32.500000,1.500000,10.013686,19.171961
t805,32.500000,1.500000,10.036496,19.193319
t806,32.500000,1.500000,10.059307,19.214677
t807,32.500000,1.500000,10.082117,19.236035
t808,32.500000,1.500000,10.104927,19.257393
t809,32.500000,1.500000,10.127737,19.278751
t810,32.500000,1.500000,10.150547,19.300110
t811,32.500000,1.500000,10.173358,19.321468
t812,32.500000,1.500000,10.196168,19.342826
t813,32.500000,1.500000,10.218978,19.364184
t814,32.500000,1.500000,10.241788,19.385542
t815,32.500000,1.500000,10.264599,19.406900
t816,32.500000,1.500000,10.287409,19.428258
t817,32.500000,1.500000,10.310219,19.449617
t818,32.500000,1.500000,10.333029,19.470975
t819,32.500000,1.500000,10.355839,19.492333
t820,32.500000,1.500000,10.378650,19.513691
t821,32.500000,1.500000,10.401460,19.535049
t822,32.500000,1.500000,10.424270,19.556407
t823,32.500000,1.500000,10.447080,19.577766
t824,32.500000,1.500000,10.469891,19.599124
t825,32.500000,1.500000,10.492701,19.620482
t826,32.500000,1.500000,10.515511,19.641840
t827,32.500000,1.500000,10.538321,19.663198
t828,32.500000,1.500000,10.561131,19.684556
t829,32.500000,1.500000,10.583942,19.705915
t830,32.500000,1.500000,10.606752,19.727273
t831,32.500000,1.500000,10.629562,19.748631
t832,32.500000,1.500000,10.652372,19.769989
t833,32.500000,1.500000,10.675182,19.791347
t834,32.500000,1.500000,10.697993,19.812705
t835,32.500000,1.500000,10.720803,19.834064
t836,32.500000,1.500000,10.743613,19.855422
t837,32.500000,1.500000,10.766423,19.876780
t838,32.500000,1.500000,10.789234,19.898138
t839,32.500000,1.500000,10.812044,19.919496
t840,32.500000,1.500000,10.834854,19.940854
t841,32.500000,1.500000,10.857664,19.962212
t842,32.500000,1.500000,10.880474,19.983571
t843,32.500000,1.500000,10.903285,20.004929
t844,32.500000,1.500000,10.926095,20.026287
t845,32.500000,1.500000,10.948905,20.047645
t846,32.500000,1.500000,10.971715,20.069003
t847,32.500000,1.500000,10.994526,20.090361
t848,32.500000,1.500000,11.017336,20.111720
t849,32.500000,1.500000,11.040146,20.133078
t850,32.500000,1.500000,11.062956,20.154436
t851,32.500000,1.500000,11.085766,20.175794
t852,32.500000,1.500000,11.108577,20.197152
t853,32.500000,1.500000,11.131387,20.218510
t854,32.500000,1.500000,11.154197,20.239869
t855,32.500000,1.500000,11.177007,20.261227
t856,32.500000,1.500000,11.199818,20.282585
t857,32.500000,1.500000,11.222628,20.303943
t858,32.500000,1.500000,11.245438,20.325301
t859,32.500000,1.500000,11.268248,20.346659
t860,32.500000,1.500000,11.291058,20.368018
t861,32.500000,1.500000,11.313869,20.389376
t862,32.500000,1.500000,11.336679,20.410734
t863,32.500000,1.500000,11.359489,20.432092
t864,32.500000,1.500000,11.382299,20.453450
t865,32.500000,1.500000,11.405109,20.474808
t866,32.500000,1.500000,11.427920,20.496166
t867,32.500000,1.500000,11.450730,20.517525
t868,32.500000,1.500000,11.473540,20.538883
t869,32.500000,1.500000,11.496350,20.560241
t870,32.500000,1.500000,11.519161,20.581599
t871,32.500000,1.500000,11.541971,20.602957
t872,32.500000,1.500000,11.564781,20.624315
t873,32.500000,1.500000,11.587591,20.645674
t874,32.500000,1.500000,11.610401,20.667032
t875,32.500000,1.500000,11.633212,20.688390
t876,32.500000,1.500000,11.656022,20.709748
t877,32.500000,1.500000,11.678832,20.731106
t878,32.500000,1.500000,11.701642,20.752464
t879,32.500000,1.500000,11.724453,20.773823
t880,32.500000,1.500000,11.747263,20.795181
t881,32.500000,1.500000,11.770073,20.816539
t882,32.500000,1.500000,11.792883,20.837897
t883,32.500000,1.500000,11.815693,20.859255
t884,32.500000,1.500000,11.838504,20.880613
t885,32.500000,1.500000,11.861314,20.901972
t886,32.500000,1.500000,11.884124,20.923330
t887,32.500000,1.500000,11.906934,20.944688
t888,32.500000,1.500000,11.929745,20.966046
t889,32.500000,1.500000,11.952555,20.987404
t890,32.500000,1.500000,11.975365,21.008762
t891,32.500000,1.500000,11.998175,21.030120
t892,32.500000,1.500000,12.020985,21.051479
t893,32.500000,1.500000,12.043796,21.072837
t894,32.500000,1.500000,12.066606,21.094195
t895,32.500000,1.500000,12.089416,21.115553
t896,32.500000,1.500000,12.112226,21.136911
t897,32.500000,1.500000,12.135036,21.158269
t898,32.500000,1.500000,12.157847,21.179628
t899,32.500000,1.500000,12.180657,21.200986
t900,32.500000,1.500000,12.203467,21.222344
t901,32.500000,1.500000,12.226277,21.243702
t902,32.500000,1.500000,12.249088,21.265060
t903,32.500000,1.500000,12.271898,21.286418
t904,32.500000,1.500000,12.294708,21.307777
t905,32.500000,1.500000,12.317518,21.329135
t906,32.500000,1.500000,12.340328,21.350493
t907,32.500000,1.500000,12.363139,21.371851
t908,32.500000,1.500000,12.385949,21.393209
t909,32.500000,1.500000,12.408759,21.414567
t910,32.500000,1.500000,12.431569,21.435926
t911,32.500000,1.500000,12.454380,21.457284
t912,32.500000,1.500000,12.477190,21.478642
t913,32.500000,1.500000,12.500000,21.500000
t914,32.500000,1.500000,12.522810,21.521358
t915,32.500000,1.500000,12.545620,21.542716
t916,32.500000,1.500000,12.568431,21.564074
t917,32.500000,1.500000,12.591241,21.585433
t918,32.500000,1.500000,12.614051,21.606791
t919,32.500000,1.500000,12.636861,21.628149
t920,32.500000,1.500000,12.659672,21.649507
t921,32.500000,1.500000,12.682482,21.670865
t922,32.500000,1.500000,12.705292,21.692223
t923,32.500000,1.500000,12.728102,21.713582
t924,32.500000,1.500000,12.750912,21.734940
t925,32.500000,1.500000,12.773723,21.756298
t926,32.500000,1.500000,12.796533,21.777656
t927,32.500000,1.500000,12.819343,21.799014
t928,32.500000,1.500000,12.842153,21.820372
t929,32.500000,1.500000,12.864964,21.841731
t930,32.500000,1.500000,12.887774,21.863089
t931,32.500000,1.500000,12.910584,21.884447
t932,32.500000,1.500000,12.933394,21.905805
t933,32.500000,1.500000,12.956204,21.927163
t934,32.500000,1.500000,12.979015,21.948521
t935,32.500000,1.500000,13.001825,21.969880
t936,32.500000,1.500000,13.024635,21.991238
t937,32.500000,1.500000,13.047445,22.012596
t938,32.500000,1.500000,13.070255,22.033954
t939,32.500000,1.500000,13.093066,22.055312
t940,32.500000,1.500000,13.115876,22.076670
t941,32.500000,1.500000,13.138686,22.098028
t942,32.500000,1.500000,13.161496,22.119387
t943,32.500000,1.500000,13.184307,22.140745
t944,32.500000,1.500000,13.207117,22.162103
t945,32.500000,1.500000,13.229927,22.183461
t946,32.500000,1.500000,13.252737,22.204819
t947,32.500000,1.500000,13.275547,22.226177
t948,32.500000,1.500000,13.298358,22.247536
t949,32.500000,1.500000,13.321168,22.268894
t950,32.500000,1.500000,13.343978,22.290252
t951,32.500000,1.500000,13.366788,22.311610
t952,32.500000,1.500000,13.389599,22.332968
t953,32.500000,1.500000,13.412409,22.354326
t954,32.500000,1.500000,13.435219,22.375685
t955,32.500000,1.500000,13.458029,22.397043
t956,32.500000,1.500000,13.480839,22.418401
t957,32.500000,1.500000,13.503650,22.439759
t958,32.500000,1.500000,13.526460,22.461117
t959,32.500000,1.500000,13.549270,22.482475
t960,32.500000,1.500000,13.572080,22.503834
t961,32.500000,1.500000,13.594891,22.525192
t962,32.500000,1.500000,13.617701,22.546550
t963,32.500000,1.500000,13.640511,22.567908
t964,32.500000,1.500000,13.663321,22.589266
t965,32.500000,1.500000,13.686131,22.610624
t966,32.500000,1.500000,13.708942,22.631982
t967,32.500000,1.500000,13.731752,22.653341
t968,32.500000,1.500000,13.754562,22.674699
t969,32.500000,1.500000,13.777372,22.696057
t970,32.500000,1.500000,13.800182,22.717415
t971,32.500000,1.500000,13.822993,22.738773
t972,32.500000,1.500000,13.845803,22.760131
t973,32.500000,1.500000,13.868613,22.781490
t974,32.500000,1.500000,13.891423,22.802848
t975,32.500000,1.500000,13.914234,22.824206
t976,32.500000,1.500000,13.937044,22.845564
t977,32.500000,1.500000,13.959854,22.866922
t978,32.500000,1.500000,13.982664,22.888280
t979,32.500000,1.500000,14.005474,22.909639
t980,32.500000,1.500000,14.028285,22.930997
t981,32.500000,1.500000,14.051095,22.952355
t982,32.500000,1.500000,14.073905,22.973713
t983,32.500000,1.500000,14.096715,22.995071
t984,32.500000,1.500000,14.119526,23.016429
t985,32.500000,1.500000,14.142336,23.037788
t986,32.500000,1.500000,14.165146,23.059146
t987,32.500000,1.500000,14.187956,23.080504
t988,32.500000,1.500000,14.210766,23.101862
t989,32.500000,1.500000,14.233577,23.123220
t990,32.500000,1.500000,14.256387,23.144578
t991,32.500000,1.500000,14.279197,23.165936
t992,32.500000,1.500000,14.302007,23.187295
t993,32.500000,1.500000,14.324818,23.208653
t994,32.500000,1.500000,14.347628,23.230011
t995,32.500000,1.500000,14.370438,23.251369
t996,32.500000,1.500000,14.393248,23.272727
t997,32.500000,1.500000,14.416058,23.294085
t998,32.500000,1.500000,14.438869,23.315444
t999,32.500000,1.500000,14.461679,23.336802
t1000,32.500000,1.500000,14.484489,23.358160
t1001,32.500000,1.500000,14.507299,23.379518
t1002,32.500000,1.500000,14.530109,23.400876
t1003,32.500000,1.500000,14.552920,23.422234
t1004,32.500000,1.500000,14.575730,23.443593
t1005,32.500000,1.500000,14.598540,23.464951
t1006,32.500000,1.500000,14.621350,23.486309
t1007,32.500000,1.500000,14.644161,23.507667
t1008,32.500000,1.500000,14.666971,23.529025
t1009,32.500000,1.500000,14.689781,23.550383
t1010,32.500000,1.500000,14.712591,23.571742
t1011,32.500000,1.500000,14.735401,23.593100
t1012,32.500000,1.500000,14.758212,23.614458
t1013,32.500000,1.500000,14.781022,23.635816
t1014,32.500000,1.500000,14.803832,23.657174
t1015,32.500000,1.500000,14.826642,23.678532
t1016,32.500000,1.500000,14.849453,23.699890
t1017,32.500000,1.500000,14.872263,23.721249
t1018,32.500000,1.500000,14.895073,23.742607
t1019,32.500000,1.500000,14.917883,23.763965
t1020,32.500000,1.500000,14.940693,23.785323
t1021,32.500000,1.500000,14.963504,23.806681
t1022,32.500000,1.500000,14.986314,23.828039
t1023,32.500000,1.500000,15.009124,23.849398
t1024,32.500000,1.500000,15.031934,23.870756
t1025,32.500000,1.500000,15.054745,23.892114
t1026,32.500000,1.500000,15.077555,23.913472
t1027,32.500000,1.500000,15.100365,23.934830
t1028,32.500000,1.500000,15.123175,23.956188
t1029,32.500000,1.500000,15.145985,23.977547
t1030,32.500000,1.500000,15.168796,23.998905
t1031,32.500000,1.500000,15.191606,24.020263
t1032,32.500000,1.500000,15.214416,24.041621
t1033,32.500000,1.500000,15.237226,24.062979
t1034,32.500000,1.500000,15.260036,24.084337
t1035,32.500000,1.500000,15.282847,24.105696
t1036,32.500000,1.500000,15.305657,24.127054
t1037,32.500000,1.500000,15.328467,24.148412
t1038,32.500000,1.500000,15.351277,24.169770
t1039,32.500000,1.500000,15.374088,24.191128
t1040,32.500000,1.500000,15.396898,24.212486
t1041,32.500000,1.500000,15.419708,24.233844
t1042,32.500000,1.500000,15.442518,24.255203
t1043,32.500000,1.500000,15.465328,24.276561
t1044,32.500000,1.500000,15.488139,24.297919
t1045,32.500000,1.500000,15.510949,24.319277
t1046,32.500000,1.500000,15.533759,24.340635
t1047,32.500000,1.500000,15.556569,24.361993
t1048,32.500000,1.500000,15.579380,24.383352
t1049,32.500000,1.500000,15.602190,24.404710
t1050,32.500000,1.500000,15.625000,24.426068
t1051,32.500000,1.500000,15.647810,24.447426
t1052,32.500000,1.500000,15.670620,24.468784
t1053,32.500000,1.500000,15.693431,24.490142
t1054,32.500000,1.500000,15.716241,24.511501
t1055,32.500000,1.500000,15.739051,24.532859
t1056,32.500000,1.500000,15.761861,24.554217
t1057,32.500000,1.500000,15.784672,24.575575
t1058,32.500000,1.500000,15.807482,24.596933
t1059,32.500000,1.500000,15.830292,24.618291
t1060,32.500000,1.500000,15.853102,24.639650
t1061,32.500000,1.500000,15.875912,24.661008
t1062,32.500000,1.500000,15.898723,24.682366
t1063,32.500000,1.500000,15.921533,24.703724
t1064,32.500000,1.500000,15.944343,24.725082
t1065,32.500000,1.500000,15.967153,24.746440
t1066,32.500000,1.500000,15.989964,24.767798
t1067,32.500000,1.500000,16.012774,24.789157
t1068,32.500000,1.500000,16.035584,24.810515
t1069,32.500000,1.500000,16.058394,24.831873
t1070,32.500000,1.500000,16.081204,24.853231
t1071,32.500000,1.500000,16.104015,24.874589
t1072,32.500000,1.500000,16.126825,24.895947
t1073,32.500000,1.500000,16.149635,24.917306
t1074,32.500000,1.500000,16.172445,24.938664
t1075,32.500000,1.500000,16.195255,24.960022
t1076,32.500000,1.500000,16.218066,24.981380
t1077,32.500000,1.500000,16.240876,25.002738
t1078,32.500000,1.500000,16.263686,25.024096
t1079,32.500000,1.500000,16.286496,25.045455
t1080,32.500000,1.500000,16.309307,25.066813
t1081,32.500000,1.500000,16.332117,25.088171
t1082,32.500000,1.500000,16.354927,25.109529
t1083,32.500000,1.500000,16.377737,25.130887
t1084,32.500000,1.500000,16.400547,25.152245
t1085,32.500000,1.500000,16.423358,25.173604
t1086,32.500000,1.500000,16.446168,25.194962
t1087,32.500000,1.500000,16.468978,25.216320
t1088,32.500000,1.500000,16.491788,25.237678
t1089,32.500000,1.500000,16.514599,25.259036
t1090,32.500000,1.500000,16.537409,25.280394
t1091,32.500000,1.500000,16.560219,25.301752
t1092,32.500000,1.500000,16.583029,25.323111
t1093,32.500000,1.500000,16.605839,25.344469
t1094,32.500000,1.500000,16.628650,25.365827
t1095,32.500000,1.500000,16.651460,25.387185
t1096,32.500000,1.500000,16.674270,25.408543
t1097,32.500000,1.500000,16.697080,25.429901
t1098,32.500000,1.500000,16.719891,25.451260
t1099,32.500000,1.500000,16.742701,25.472618
t1100,32.500000,1.500000,16.765511,25.493976
t1101,32.500000,1.500000,16.788321,25.515334
t1102,32.500000,1.500000,16.811131,25.536692
t1103,32.500000,1.500000,16.833942,25.558050
t1104,32.500000,1.500000,16.856752,25.579409
t1105,32.500000,1.500000,16.879562,25.600767
t1106,32.500000,1.500000,16.902372,25.622125
t1107,32.500000,1.500000,16.925182,25.643483
t1108,32.500000,1.500000,16.947993,25.664841
t1109,32.500000,1.500000,16.970803,25.686199
t1110,32.500000,1.500000,16.993613,25.707558
t1111,32.500000,1.500000,17.016423,25.728916
t1112,32.500000,1.500000,17.039234,25.750274
t1113,32.500000,1.500000,17.062044,25.771632
t1114,32.500000,1.500000,17.084854,25.792990
t1115,32.500000,1.500000,17.107664,25.814348
t1116,32.500000,1.500000,17.130474,25.835706
t1117,32.500000,1.500000,17.153285,25.857065
t1118,32.500000,1.500000,17.176095,25.878423
t1119,32.500000,1.500000,17.198905,25.899781
t1120,32.500000,1.500000,17.221715,25.921139
t1121,32.500000,1.500000,17.244526,25.942497
t1122,32.500000,1.500000,17.267336,25.963855
t1123,32.500000,1.500000,17.290146,25.985214
t1124,32.500000,1.500000,17.312956,26.006572
t1125,32.500000,1.500000,17.335766,26.027930
t1126,32.500000,1.500000,17.358577,26.049288
t1127,32.500000,1.500000,17.381387,26.070646
t1128,32.500000,1.500000,17.404197,26.092004
t1129,32.500000,1.500000,17.427007,26.113363
t1130,32.500000,1.500000,17.449818,26.134721
t1131,32.500000,1.500000,17.472628,26.156079
t1132,32.500000,1.500000,17.495438,26.177437
t1133,32.500000,1.500000,17.518248,26.198795
t1134,32.500000,1.500000,17.541058,26.220153
t1135,32.500000,1.500000,17.563869,26.241512
t1136,32.500000,1.500000,17.586679,26.262870
t1137,32.500000,1.500000,17.609489,26.284228
t1138,32.500000,1.500000,17.632299,26.305586
t1139,32.500000,1.500000,17.655109,26.326944
t1140,32.500000,1.500000,17.677920,26.348302
t1141,32.500000,1.500000,17.700730,26.369660
t1142,32.500000,1.500000,17.723540,26.391019
t1143,32.500000,1.500000,17.746350,26.412377
t1144,32.500000,1.500000,17.769161,26.433735
t1145,32.500000,1.500000,17.791971,26.455093
t1146,32.500000,1.500000,17.814781,26.476451
t1147,32.500000,1.500000,17.837591,26.497809
t1148,32.500000,1.500000,17.860401,26.519168
t1149,32.500000,1.500000,17.883212,26.540526
t1150,32.500000,1.500000,17.906022,26.561884
t1151,32.500000,1.500000,17.928832,26.583242
t1152,32.500000,1.500000,17.951642,26.604600
t1153,32.500000,1.500000,17.974453,26.625958
t1154,32.500000,1.500000,17.997263,26.647317
t1155,32.500000,1.500000,18.020073,26.668675
t1156,32.500000,1.500000,18.042883,26.690033
t1157,32.500000,1.500000,18.065693,26.711391
t1158,32.500000,1.500000,18.088504,26.732749
t1159,32.500000,1.500000,18.111314,26.754107
t1160,32.500000,1.500000,18.134124,26.775465
t1161,32.500000,1.500000,18.156934,26.796824
t1162,32.500000,1.500000,18.179745,26.818182
t1163,32.500000,1.500000,18.202555,26.839540
t1164,32.500000,1.500000,18.225365,26.860898
t1165,32.500000,1.500000,18.248175,26.882256
t1166,32.500000,1.500000,18.270985,26.903614
t1167,32.500000,1.500000,18.293796,26.924973
t1168,32.500000,1.500000,18.316606,26.946331
t1169,32.500000,1.500000,18.339416,26.967689
t1170,32.500000,1.500000,18.362226,26.989047
t1171,32.500000,1.500000,18.385036,27.010405
t1172,32.500000,1.500000,18.407847,27.031763
t1173,32.500000,1.500000,18.430657,27.053122
t1174,32.500000,1.500000,18.453467,27.074480
t1175,32.500000,1.500000,18.476277,27.095838
t1176,32.500000,1.500000,18.499088,27.117196
t1177,32.500000,1.500000,18.521898,27.138554
t1178,32.500000,1.500000,18.544708,27.159912
t1179,32.500000,1.500000,18.567518,27.181271
t1180,32.500000,1.500000,18.590328,27.202629
